Time(s),CH1(V),CH3(V)
-1.0000E-07,1.851504E-02,-2.753388E-02
-9.9800E-08,1.851504E-02,-3.671184E-02
-9.9600E-08,1.851504E-02,-4.588980E-02
-9.9400E-08,1.851504E-02,-4.588980E-02
-9.9200E-08,1.851504E-02,-4.588980E-02
-9.9000E-08,1.851504E-02,-5.506776E-02
-9.8800E-08,1.851504E-02,-6.424572E-02
-9.8600E-08,2.314380E-02,-6.424572E-02
-9.8400E-08,2.314380E-02,-7.342368E-02
-9.8200E-08,2.314380E-02,-7.342368E-02
-9.8000E-08,2.314380E-02,-8.260164E-02
-9.7800E-08,2.314380E-02,-9.177960E-02
-9.7600E-08,2.314380E-02,-9.177960E-02
-9.7400E-08,2.314380E-02,-1.009576E-01
-9.7200E-08,2.314380E-02,-1.009576E-01
-9.7000E-08,2.314380E-02,-1.101355E-01
-9.6800E-08,2.314380E-02,-1.101355E-01
-9.6600E-08,2.314380E-02,-1.193135E-01
-9.6400E-08,2.314380E-02,-1.284914E-01
-9.6200E-08,2.314380E-02,-1.284914E-01
-9.6000E-08,2.314380E-02,-1.284914E-01
-9.5800E-08,2.314380E-02,-1.376694E-01
-9.5600E-08,2.314380E-02,-1.376694E-01
-9.5400E-08,2.314380E-02,-1.468474E-01
-9.5200E-08,2.314380E-02,-1.468474E-01
-9.5000E-08,2.314380E-02,-1.468474E-01
-9.4800E-08,2.314380E-02,-1.560253E-01
-9.4600E-08,2.314380E-02,-1.560253E-01
-9.4400E-08,2.314380E-02,-1.652033E-01
-9.4200E-08,1.851504E-02,-1.652033E-01
-9.4000E-08,1.851504E-02,-1.652033E-01
-9.3800E-08,1.851504E-02,-1.743813E-01
-9.3600E-08,1.851504E-02,-1.743813E-01
-9.3400E-08,1.851504E-02,-1.743813E-01
-9.3200E-08,1.851504E-02,-1.743813E-01
-9.3000E-08,1.851504E-02,-1.743813E-01
-9.2800E-08,1.851504E-02,-1.835592E-01
-9.2600E-08,1.851504E-02,-1.835592E-01
-9.2400E-08,1.851504E-02,-1.835592E-01
-9.2200E-08,1.851504E-02,-1.835592E-01
-9.2000E-08,1.851504E-02,-1.835592E-01
-9.1800E-08,1.388628E-02,-1.927372E-01
-9.1600E-08,1.388628E-02,-1.927372E-01
-9.1400E-08,1.388628E-02,-1.927372E-01
-9.1200E-08,1.388628E-02,-1.927372E-01
-9.1000E-08,1.388628E-02,-1.927372E-01
-9.0800E-08,1.388628E-02,-1.927372E-01
-9.0600E-08,9.257520E-03,-1.927372E-01
-9.0400E-08,9.257520E-03,-1.927372E-01
-9.0200E-08,9.257520E-03,-1.927372E-01
-9.0000E-08,9.257520E-03,-1.927372E-01
-8.9800E-08,9.257520E-03,-1.927372E-01
-8.9600E-08,9.257520E-03,-1.835592E-01
-8.9400E-08,4.628760E-03,-1.835592E-01
-8.9200E-08,4.628760E-03,-1.835592E-01
-8.9000E-08,4.628760E-03,-1.835592E-01
-8.8800E-08,4.628760E-03,-1.835592E-01
-8.8600E-08,4.628760E-03,-1.835592E-01
-8.8400E-08,4.628760E-03,-1.835592E-01
-8.8200E-08,0.000000E+00,-1.835592E-01
-8.8000E-08,0.000000E+00,-1.743813E-01
-8.7800E-08,0.000000E+00,-1.743813E-01
-8.7600E-08,0.000000E+00,-1.652033E-01
-8.7400E-08,0.000000E+00,-1.652033E-01
-8.7200E-08,-4.628760E-03,-1.652033E-01
-8.7000E-08,-4.628760E-03,-1.652033E-01
-8.6800E-08,-4.628760E-03,-1.560253E-01
-8.6600E-08,-4.628760E-03,-1.560253E-01
-8.6400E-08,-4.628760E-03,-1.560253E-01
-8.6200E-08,-4.628760E-03,-1.560253E-01
-8.6000E-08,-4.628760E-03,-1.468474E-01
-8.5800E-08,-9.257520E-03,-1.468474E-01
-8.5600E-08,-9.257520E-03,-1.376694E-01
-8.5400E-08,-1.388628E-02,-1.376694E-01
