Time(s),CH1(V),CH3(V)
-2.5000E-07,9.257520E-03,1.193135E-01
-2.4975E-07,1.388628E-02,1.101355E-01
-2.4950E-07,1.388628E-02,1.101355E-01
-2.4925E-07,1.388628E-02,1.009576E-01
-2.4900E-07,1.388628E-02,9.177960E-02
-2.4875E-07,1.851504E-02,9.177960E-02
-2.4850E-07,1.851504E-02,8.260164E-02
-2.4825E-07,1.851504E-02,7.342368E-02
-2.4800E-07,1.851504E-02,7.342368E-02
-2.4775E-07,1.851504E-02,6.424572E-02
-2.4750E-07,2.314380E-02,5.506776E-02
-2.4725E-07,2.314380E-02,5.506776E-02
-2.4700E-07,2.314380E-02,4.588980E-02
-2.4675E-07,2.314380E-02,3.671184E-02
-2.4650E-07,2.314380E-02,3.671184E-02
-2.4625E-07,2.314380E-02,2.753388E-02
-2.4600E-07,2.314380E-02,1.835592E-02
-2.4575E-07,2.777256E-02,9.177960E-03
-2.4550E-07,2.777256E-02,9.177960E-03
-2.4525E-07,2.777256E-02,0.000000E+00
-2.4500E-07,2.777256E-02,-9.177960E-03
-2.4475E-07,2.777256E-02,-9.177960E-03
-2.4450E-07,2.777256E-02,-1.835592E-02
-2.4425E-07,3.240132E-02,-2.753388E-02
-2.4400E-07,2.777256E-02,-3.671184E-02
-2.4375E-07,3.240132E-02,-4.588980E-02
-2.4350E-07,3.240132E-02,-4.588980E-02
-2.4325E-07,3.240132E-02,-5.506776E-02
-2.4300E-07,3.240132E-02,-6.424572E-02
-2.4275E-07,3.240132E-02,-7.342368E-02
-2.4250E-07,3.240132E-02,-7.342368E-02
-2.4225E-07,3.240132E-02,-8.260164E-02
-2.4200E-07,3.240132E-02,-8.260164E-02
-2.4175E-07,3.240132E-02,-9.177960E-02
-2.4150E-07,3.240132E-02,-1.009576E-01
-2.4125E-07,3.240132E-02,-1.009576E-01
-2.4100E-07,3.240132E-02,-1.101355E-01
-2.4075E-07,3.240132E-02,-1.193135E-01
-2.4050E-07,3.240132E-02,-1.193135E-01
-2.4025E-07,3.240132E-02,-1.284914E-01
-2.4000E-07,2.777256E-02,-1.284914E-01
-2.3975E-07,2.777256E-02,-1.376694E-01
-2.3950E-07,2.777256E-02,-1.468474E-01
-2.3925E-07,2.777256E-02,-1.468474E-01
-2.3900E-07,2.777256E-02,-1.468474E-01
-2.3875E-07,2.777256E-02,-1.560253E-01
-2.3850E-07,2.777256E-02,-1.560253E-01
-2.3825E-07,2.314380E-02,-1.652033E-01
-2.3800E-07,2.314380E-02,-1.743813E-01
