Time(s),CH1(V),CH3(V).1
-1e-05,0.0643,0.101
-1e-05,0.0643,0.101
-1e-05,0.0643,0.101
-1e-05,0.0643,0.101
-1e-05,0.0643,0.101
-1e-05,0.0734,0.101
-1e-05,0.0734,0.101
-1e-05,0.0734,0.101
-1e-05,0.0734,0.101
-1e-05,0.0734,0.11
-1e-05,0.0826,0.11
-9.99e-06,0.0826,0.101
-9.99e-06,0.0826,0.11
-9.99e-06,0.0918,0.11
-9.99e-06,0.0918,0.11
-9.99e-06,0.0918,0.101
-9.99e-06,0.101,0.11
-9.99e-06,0.101,0.101
-9.99e-06,0.101,0.101
-9.99e-06,0.11,0.101
-9.99e-06,0.11,0.101
-9.99e-06,0.11,0.101
-9.99e-06,0.11,0.101
-9.99e-06,0.11,0.101
-9.99e-06,0.11,0.101
-9.99e-06,0.119,0.101
-9.99e-06,0.11,0.101
-9.99e-06,0.11,0.101
-9.99e-06,0.11,0.101
-9.99e-06,0.11,0.101
-9.99e-06,0.11,0.101
-9.98e-06,0.11,0.101
-9.98e-06,0.11,0.101
-9.98e-06,0.11,0.101
-9.98e-06,0.11,0.101
-9.98e-06,0.101,0.101
-9.98e-06,0.101,0.101
-9.98e-06,0.101,0.101
-9.98e-06,0.101,0.101
-9.98e-06,0.101,0.101
-9.98e-06,0.0918,0.101
-9.98e-06,0.0918,0.11
-9.98e-06,0.0918,0.11
-9.98e-06,0.0826,0.11
-9.98e-06,0.0826,0.11
-9.98e-06,0.0826,0.11
-9.98e-06,0.0826,0.11
-9.98e-06,0.0826,0.11
-9.98e-06,0.0826,0.11
-9.98e-06,0.0826,0.11
-9.98e-06,0.0826,0.11
-9.97e-06,0.0826,0.11
-9.97e-06,0.0826,0.119
-9.97e-06,0.0826,0.119
-9.97e-06,0.0826,0.119
-9.97e-06,0.0826,0.119
-9.97e-06,0.0918,0.119
-9.97e-06,0.0918,0.119
-9.97e-06,0.0918,0.119
-9.97e-06,0.101,0.119
-9.97e-06,0.101,0.119
-9.97e-06,0.101,0.119
-9.97e-06,0.11,0.119
-9.97e-06,0.11,0.119
-9.97e-06,0.11,0.119
-9.97e-06,0.11,0.119
-9.97e-06,0.11,0.119
-9.97e-06,0.119,0.119
-9.97e-06,0.119,0.119
-9.97e-06,0.119,0.119
-9.97e-06,0.129,0.119
-9.96e-06,0.129,0.119
-9.96e-06,0.129,0.119
-9.96e-06,0.129,0.11
-9.96e-06,0.129,0.11
-9.96e-06,0.129,0.11
-9.96e-06,0.129,0.11
-9.96e-06,0.129,0.11
-9.96e-06,0.129,0.11
-9.96e-06,0.129,0.11
-9.96e-06,0.119,0.11
-9.96e-06,0.119,0.11
-9.96e-06,0.119,0.11
-9.96e-06,0.119,0.11
-9.96e-06,0.119,0.11
-9.96e-06,0.11,0.11
-9.96e-06,0.11,0.119
-9.96e-06,0.11,0.119
-9.96e-06,0.11,0.119
-9.96e-06,0.11,0.119
-9.96e-06,0.101,0.119
-9.95e-06,0.101,0.119
-9.95e-06,0.101,0.119
-9.95e-06,0.101,0.119
-9.95e-06,0.101,0.119
-9.95e-06,0.101,0.119
-9.95e-06,0.0918,0.128
-9.95e-06,0.0918,0.128
-9.95e-06,0.0918,0.128
-9.95e-06,0.0918,0.128
-9.95e-06,0.0918,0.138
-9.95e-06,0.101,0.138
-9.95e-06,0.101,0.138
-9.95e-06,0.101,0.138
-9.95e-06,0.101,0.138
-9.95e-06,0.11,0.128
-9.95e-06,0.101,0.138
-9.95e-06,0.11,0.138
-9.95e-06,0.11,0.138
-9.95e-06,0.11,0.138
-9.95e-06,0.11,0.138
-9.94e-06,0.119,0.138
-9.94e-06,0.119,0.138
-9.94e-06,0.129,0.138
-9.94e-06,0.129,0.138
-9.94e-06,0.129,0.138
-9.94e-06,0.129,0.138
-9.94e-06,0.138,0.138
-9.94e-06,0.138,0.138
-9.94e-06,0.138,0.128
-9.94e-06,0.138,0.128
-9.94e-06,0.138,0.128
-9.94e-06,0.138,0.128
-9.94e-06,0.138,0.128
-9.94e-06,0.147,0.128
-9.94e-06,0.138,0.128
-9.94e-06,0.138,0.128
-9.94e-06,0.138,0.128
-9.94e-06,0.138,0.128
-9.94e-06,0.138,0.128
-9.94e-06,0.138,0.128
-9.93e-06,0.138,0.128
-9.93e-06,0.138,0.128
-9.93e-06,0.129,0.128
-9.93e-06,0.129,0.128
-9.93e-06,0.129,0.128
-9.93e-06,0.129,0.128
-9.93e-06,0.129,0.138
-9.93e-06,0.119,0.138
-9.93e-06,0.119,0.138
-9.93e-06,0.119,0.138
-9.93e-06,0.119,0.138
-9.93e-06,0.119,0.138
-9.93e-06,0.11,0.138
-9.93e-06,0.11,0.138
-9.93e-06,0.11,0.147
-9.93e-06,0.11,0.147
-9.93e-06,0.11,0.147
-9.93e-06,0.11,0.138
-9.93e-06,0.11,0.147
-9.93e-06,0.11,0.147
-9.92e-06,0.11,0.147
-9.92e-06,0.11,0.147
-9.92e-06,0.119,0.147
-9.92e-06,0.119,0.147
-9.92e-06,0.119,0.147
-9.92e-06,0.119,0.147
-9.92e-06,0.119,0.147
-9.92e-06,0.129,0.147
-9.92e-06,0.129,0.147
-9.92e-06,0.129,0.147
-9.92e-06,0.138,0.147
-9.92e-06,0.138,0.147
-9.92e-06,0.138,0.147
-9.92e-06,0.147,0.147
-9.92e-06,0.147,0.147
-9.92e-06,0.147,0.147
-9.92e-06,0.147,0.147
-9.92e-06,0.147,0.147
-9.92e-06,0.156,0.147
-9.92e-06,0.156,0.147
-9.91e-06,0.156,0.147
-9.91e-06,0.156,0.147
-9.91e-06,0.156,0.138
-9.91e-06,0.156,0.138
-9.91e-06,0.156,0.138
-9.91e-06,0.156,0.138
-9.91e-06,0.156,0.138
-9.91e-06,0.147,0.138
-9.91e-06,0.156,0.138
-9.91e-06,0.156,0.138
-9.91e-06,0.147,0.147
-9.91e-06,0.147,0.147
-9.91e-06,0.147,0.147
-9.91e-06,0.147,0.147
-9.91e-06,0.138,0.147
-9.91e-06,0.138,0.147
-9.91e-06,0.138,0.147
-9.91e-06,0.129,0.147
-9.91e-06,0.129,0.147
-9.91e-06,0.129,0.147
-9.9e-06,0.129,0.147
-9.9e-06,0.119,0.147
-9.9e-06,0.129,0.156
-9.9e-06,0.119,0.156
-9.9e-06,0.119,0.156
-9.9e-06,0.119,0.156
-9.9e-06,0.119,0.165
-9.9e-06,0.119,0.165
-9.9e-06,0.129,0.165
-9.9e-06,0.129,0.165
-9.9e-06,0.129,0.165
-9.9e-06,0.129,0.165
-9.9e-06,0.129,0.165
-9.9e-06,0.138,0.165
-9.9e-06,0.138,0.165
-9.9e-06,0.138,0.165
-9.9e-06,0.138,0.165
-9.9e-06,0.147,0.165
-9.9e-06,0.147,0.165
-9.9e-06,0.147,0.165
-9.89e-06,0.147,0.165
-9.89e-06,0.156,0.165
-9.89e-06,0.156,0.165
-9.89e-06,0.165,0.165
-9.89e-06,0.165,0.156
-9.89e-06,0.165,0.156
-9.89e-06,0.165,0.156
-9.89e-06,0.165,0.156
-9.89e-06,0.165,0.156
-9.89e-06,0.174,0.156
-9.89e-06,0.174,0.156
-9.89e-06,0.174,0.156
-9.89e-06,0.174,0.156
-9.89e-06,0.174,0.156
-9.89e-06,0.174,0.156
-9.89e-06,0.165,0.156
-9.89e-06,0.165,0.156
-9.89e-06,0.165,0.156
-9.89e-06,0.165,0.156
-9.89e-06,0.165,0.156
-9.88e-06,0.165,0.156
-9.88e-06,0.156,0.156
-9.88e-06,0.156,0.156
-9.88e-06,0.147,0.156
-9.88e-06,0.147,0.165
-9.88e-06,0.147,0.165
-9.88e-06,0.147,0.165
-9.88e-06,0.147,0.165
-9.88e-06,0.138,0.165
-9.88e-06,0.138,0.165
-9.88e-06,0.138,0.165
-9.88e-06,0.138,0.165
-9.88e-06,0.138,0.165
-9.88e-06,0.138,0.174
-9.88e-06,0.138,0.174
-9.88e-06,0.138,0.174
-9.88e-06,0.138,0.174
-9.88e-06,0.138,0.174
-9.88e-06,0.138,0.174
-9.88e-06,0.138,0.174
-9.87e-06,0.138,0.174
-9.87e-06,0.147,0.184
-9.87e-06,0.147,0.174
-9.87e-06,0.147,0.174
-9.87e-06,0.156,0.184
-9.87e-06,0.156,0.184
-9.87e-06,0.156,0.184
-9.87e-06,0.165,0.184
-9.87e-06,0.165,0.184
-9.87e-06,0.165,0.174
-9.87e-06,0.174,0.174
-9.87e-06,0.174,0.174
-9.87e-06,0.174,0.174
-9.87e-06,0.174,0.174
-9.87e-06,0.184,0.174
-9.87e-06,0.184,0.174
-9.87e-06,0.184,0.174
-9.87e-06,0.184,0.174
-9.87e-06,0.184,0.174
-9.87e-06,0.184,0.174
-9.86e-06,0.184,0.174
-9.86e-06,0.184,0.174
-9.86e-06,0.184,0.165
-9.86e-06,0.184,0.165
-9.86e-06,0.184,0.165
-9.86e-06,0.184,0.165
-9.86e-06,0.184,0.165
-9.86e-06,0.174,0.174
-9.86e-06,0.174,0.174
-9.86e-06,0.174,0.174
-9.86e-06,0.174,0.174
-9.86e-06,0.174,0.174
-9.86e-06,0.165,0.174
-9.86e-06,0.165,0.174
-9.86e-06,0.165,0.174
-9.86e-06,0.156,0.174
-9.86e-06,0.156,0.174
-9.86e-06,0.156,0.184
-9.86e-06,0.156,0.184
-9.86e-06,0.156,0.184
-9.85e-06,0.156,0.184
-9.85e-06,0.156,0.184
-9.85e-06,0.147,0.184
-9.85e-06,0.147,0.193
-9.85e-06,0.147,0.193
-9.85e-06,0.147,0.193
-9.85e-06,0.156,0.193
-9.85e-06,0.156,0.193
-9.85e-06,0.156,0.193
-9.85e-06,0.156,0.193
-9.85e-06,0.156,0.193
-9.85e-06,0.165,0.193
-9.85e-06,0.165,0.193
-9.85e-06,0.165,0.193
-9.85e-06,0.165,0.193
-9.85e-06,0.174,0.193
-9.85e-06,0.174,0.193
-9.85e-06,0.174,0.193
-9.85e-06,0.184,0.193
-9.85e-06,0.184,0.193
-9.84e-06,0.184,0.193
-9.84e-06,0.184,0.193
-9.84e-06,0.193,0.193
-9.84e-06,0.193,0.193
-9.84e-06,0.193,0.193
-9.84e-06,0.202,0.184
-9.84e-06,0.202,0.184
-9.84e-06,0.202,0.184
-9.84e-06,0.193,0.184
-9.84e-06,0.202,0.184
-9.84e-06,0.202,0.184
-9.84e-06,0.193,0.184
-9.84e-06,0.202,0.184
-9.84e-06,0.202,0.184
-9.84e-06,0.193,0.184
-9.84e-06,0.193,0.184
-9.84e-06,0.193,0.184
-9.84e-06,0.193,0.184
-9.84e-06,0.184,0.193
-9.84e-06,0.184,0.184
-9.83e-06,0.184,0.184
-9.83e-06,0.184,0.184
-9.83e-06,0.174,0.193
-9.83e-06,0.174,0.193
-9.83e-06,0.174,0.193
-9.83e-06,0.174,0.193
-9.83e-06,0.165,0.193
-9.83e-06,0.165,0.193
-9.83e-06,0.165,0.193
-9.83e-06,0.165,0.202
-9.83e-06,0.165,0.202
-9.83e-06,0.165,0.202
-9.83e-06,0.165,0.202
-9.83e-06,0.165,0.202
-9.83e-06,0.165,0.202
-9.83e-06,0.165,0.202
-9.83e-06,0.165,0.202
-9.83e-06,0.165,0.202
-9.83e-06,0.165,0.211
-9.83e-06,0.174,0.202
-9.82e-06,0.174,0.202
-9.82e-06,0.174,0.211
-9.82e-06,0.174,0.211
-9.82e-06,0.184,0.202
-9.82e-06,0.184,0.202
-9.82e-06,0.193,0.211
-9.82e-06,0.193,0.211
-9.82e-06,0.193,0.202
-9.82e-06,0.193,0.202
-9.82e-06,0.202,0.202
-9.82e-06,0.202,0.202
-9.82e-06,0.202,0.202
-9.82e-06,0.211,0.202
-9.82e-06,0.211,0.202
-9.82e-06,0.211,0.202
-9.82e-06,0.211,0.202
-9.82e-06,0.211,0.202
-9.82e-06,0.211,0.202
-9.82e-06,0.211,0.202
-9.82e-06,0.22,0.202
-9.81e-06,0.211,0.202
-9.81e-06,0.211,0.202
-9.81e-06,0.211,0.202
-9.81e-06,0.211,0.202
-9.81e-06,0.211,0.202
-9.81e-06,0.211,0.202
-9.81e-06,0.202,0.202
-9.81e-06,0.202,0.202
-9.81e-06,0.202,0.202
-9.81e-06,0.202,0.202
-9.81e-06,0.193,0.202
-9.81e-06,0.193,0.202
-9.81e-06,0.193,0.202
-9.81e-06,0.193,0.202
-9.81e-06,0.184,0.202
-9.81e-06,0.184,0.202
-9.81e-06,0.184,0.211
-9.81e-06,0.184,0.211
-9.81e-06,0.184,0.211
-9.81e-06,0.184,0.211
-9.8e-06,0.174,0.211
-9.8e-06,0.174,0.22
-9.8e-06,0.184,0.22
-9.8e-06,0.184,0.211
-9.8e-06,0.184,0.22
-9.8e-06,0.184,0.22
-9.8e-06,0.184,0.22
-9.8e-06,0.184,0.22
-9.8e-06,0.184,0.22
-9.8e-06,0.184,0.22
-9.8e-06,0.193,0.22
-9.8e-06,0.193,0.22
-9.8e-06,0.193,0.22
-9.8e-06,0.202,0.22
-9.8e-06,0.202,0.22
-9.8e-06,0.202,0.22
-9.8e-06,0.211,0.22
-9.8e-06,0.211,0.22
-9.8e-06,0.211,0.22
-9.8e-06,0.22,0.22
-9.79e-06,0.22,0.22
-9.79e-06,0.22,0.22
-9.79e-06,0.22,0.22
-9.79e-06,0.22,0.22
-9.79e-06,0.22,0.22
-9.79e-06,0.23,0.22
-9.79e-06,0.23,0.211
-9.79e-06,0.23,0.211
-9.79e-06,0.23,0.211
-9.79e-06,0.23,0.211
-9.79e-06,0.22,0.211
-9.79e-06,0.22,0.211
-9.79e-06,0.22,0.211
-9.79e-06,0.22,0.211
-9.79e-06,0.22,0.211
-9.79e-06,0.22,0.211
-9.79e-06,0.211,0.211
-9.79e-06,0.211,0.211
-9.79e-06,0.211,0.211
-9.79e-06,0.211,0.211
-9.78e-06,0.202,0.211
-9.78e-06,0.202,0.211
-9.78e-06,0.202,0.22
-9.78e-06,0.202,0.22
-9.78e-06,0.193,0.22
-9.78e-06,0.202,0.22
-9.78e-06,0.193,0.22
-9.78e-06,0.193,0.229
-9.78e-06,0.193,0.229
-9.78e-06,0.193,0.229
-9.78e-06,0.193,0.229
-9.78e-06,0.193,0.229
-9.78e-06,0.193,0.229
-9.78e-06,0.193,0.229
-9.78e-06,0.193,0.239
-9.78e-06,0.193,0.239
-9.78e-06,0.193,0.239
-9.78e-06,0.193,0.229
-9.78e-06,0.202,0.239
-9.78e-06,0.202,0.239
-9.77e-06,0.211,0.239
-9.77e-06,0.211,0.239
-9.77e-06,0.211,0.239
-9.77e-06,0.211,0.239
-9.77e-06,0.22,0.239
-9.77e-06,0.22,0.239
-9.77e-06,0.22,0.229
-9.77e-06,0.23,0.229
-9.77e-06,0.23,0.229
-9.77e-06,0.23,0.229
-9.77e-06,0.23,0.229
-9.77e-06,0.239,0.229
-9.77e-06,0.23,0.229
-9.77e-06,0.239,0.229
-9.77e-06,0.239,0.229
-9.77e-06,0.239,0.229
-9.77e-06,0.239,0.229
-9.77e-06,0.239,0.229
-9.77e-06,0.239,0.229
-9.77e-06,0.239,0.229
-9.76e-06,0.239,0.229
-9.76e-06,0.239,0.229
-9.76e-06,0.239,0.229
-9.76e-06,0.23,0.229
-9.76e-06,0.23,0.229
-9.76e-06,0.23,0.229
-9.76e-06,0.23,0.229
-9.76e-06,0.23,0.229
-9.76e-06,0.22,0.229
-9.76e-06,0.22,0.229
-9.76e-06,0.22,0.229
-9.76e-06,0.211,0.229
-9.76e-06,0.211,0.229
-9.76e-06,0.211,0.239
-9.76e-06,0.211,0.239
-9.76e-06,0.211,0.239
-9.76e-06,0.211,0.239
-9.76e-06,0.202,0.239
-9.76e-06,0.202,0.239
-9.76e-06,0.202,0.239
-9.75e-06,0.202,0.248
-9.75e-06,0.202,0.248
-9.75e-06,0.211,0.248
-9.75e-06,0.211,0.248
-9.75e-06,0.211,0.248
-9.75e-06,0.211,0.248
-9.75e-06,0.211,0.248
-9.75e-06,0.211,0.248
-9.75e-06,0.22,0.248
-9.75e-06,0.22,0.248
-9.75e-06,0.22,0.248
-9.75e-06,0.22,0.248
-9.75e-06,0.23,0.248
-9.75e-06,0.23,0.248
-9.75e-06,0.239,0.248
-9.75e-06,0.239,0.248
-9.75e-06,0.239,0.248
-9.75e-06,0.239,0.248
-9.75e-06,0.239,0.248
-9.75e-06,0.248,0.248
-9.74e-06,0.248,0.248
-9.74e-06,0.248,0.248
-9.74e-06,0.248,0.248
-9.74e-06,0.257,0.248
-9.74e-06,0.257,0.239
-9.74e-06,0.257,0.239
-9.74e-06,0.257,0.239
-9.74e-06,0.257,0.239
-9.74e-06,0.248,0.239
-9.74e-06,0.248,0.239
-9.74e-06,0.248,0.239
-9.74e-06,0.248,0.239
-9.74e-06,0.248,0.239
-9.74e-06,0.239,0.239
-9.74e-06,0.248,0.248
-9.74e-06,0.239,0.248
-9.74e-06,0.239,0.248
-9.74e-06,0.239,0.248
-9.74e-06,0.23,0.248
-9.74e-06,0.23,0.248
-9.73e-06,0.23,0.248
-9.73e-06,0.22,0.248
-9.73e-06,0.22,0.248
-9.73e-06,0.22,0.248
-9.73e-06,0.22,0.248
-9.73e-06,0.22,0.257
-9.73e-06,0.22,0.257
-9.73e-06,0.22,0.257
-9.73e-06,0.22,0.257
-9.73e-06,0.22,0.257
-9.73e-06,0.22,0.257
-9.73e-06,0.22,0.257
-9.73e-06,0.22,0.266
-9.73e-06,0.22,0.266
-9.73e-06,0.22,0.266
-9.73e-06,0.23,0.266
-9.73e-06,0.23,0.266
-9.73e-06,0.23,0.266
-9.73e-06,0.239,0.266
-9.73e-06,0.239,0.266
-9.72e-06,0.239,0.266
-9.72e-06,0.239,0.266
-9.72e-06,0.248,0.266
-9.72e-06,0.248,0.266
-9.72e-06,0.248,0.257
-9.72e-06,0.257,0.266
-9.72e-06,0.257,0.257
-9.72e-06,0.257,0.257
-9.72e-06,0.257,0.257
-9.72e-06,0.266,0.257
-9.72e-06,0.266,0.257
-9.72e-06,0.266,0.257
-9.72e-06,0.266,0.257
-9.72e-06,0.266,0.257
-9.72e-06,0.266,0.257
-9.72e-06,0.266,0.257
-9.72e-06,0.266,0.257
-9.72e-06,0.266,0.257
-9.72e-06,0.266,0.257
-9.72e-06,0.266,0.257
-9.71e-06,0.257,0.257
-9.71e-06,0.257,0.248
-9.71e-06,0.257,0.257
-9.71e-06,0.257,0.257
-9.71e-06,0.257,0.257
-9.71e-06,0.248,0.257
-9.71e-06,0.248,0.257
-9.71e-06,0.248,0.257
-9.71e-06,0.239,0.257
-9.71e-06,0.239,0.257
-9.71e-06,0.239,0.257
-9.71e-06,0.239,0.257
-9.71e-06,0.239,0.266
-9.71e-06,0.239,0.266
-9.71e-06,0.23,0.266
-9.71e-06,0.23,0.266
-9.71e-06,0.23,0.266
-9.71e-06,0.23,0.266
-9.71e-06,0.23,0.266
-9.71e-06,0.23,0.266
-9.7e-06,0.239,0.266
-9.7e-06,0.239,0.275
-9.7e-06,0.239,0.275
-9.7e-06,0.239,0.275
-9.7e-06,0.239,0.275
-9.7e-06,0.239,0.275
-9.7e-06,0.248,0.275
-9.7e-06,0.248,0.275
-9.7e-06,0.248,0.275
-9.7e-06,0.248,0.275
-9.7e-06,0.257,0.275
-9.7e-06,0.257,0.275
-9.7e-06,0.257,0.275
-9.7e-06,0.266,0.275
-9.7e-06,0.266,0.275
-9.7e-06,0.266,0.275
-9.7e-06,0.266,0.275
-9.7e-06,0.275,0.266
-9.7e-06,0.275,0.266
-9.7e-06,0.275,0.266
-9.69e-06,0.275,0.266
-9.69e-06,0.275,0.266
-9.69e-06,0.275,0.266
-9.69e-06,0.285,0.266
-9.69e-06,0.285,0.266
-9.69e-06,0.275,0.266
-9.69e-06,0.275,0.266
-9.69e-06,0.275,0.266
-9.69e-06,0.275,0.266
-9.69e-06,0.275,0.266
-9.69e-06,0.275,0.266
-9.69e-06,0.275,0.266
-9.69e-06,0.266,0.266
-9.69e-06,0.266,0.266
-9.69e-06,0.266,0.266
-9.69e-06,0.257,0.266
-9.69e-06,0.257,0.266
-9.69e-06,0.257,0.275
-9.69e-06,0.257,0.275
-9.69e-06,0.257,0.275
-9.68e-06,0.248,0.275
-9.68e-06,0.248,0.275
-9.68e-06,0.248,0.275
-9.68e-06,0.248,0.275
-9.68e-06,0.248,0.275
-9.68e-06,0.248,0.285
-9.68e-06,0.248,0.285
-9.68e-06,0.239,0.285
-9.68e-06,0.239,0.285
-9.68e-06,0.248,0.285
-9.68e-06,0.248,0.285
-9.68e-06,0.248,0.285
-9.68e-06,0.248,0.285
-9.68e-06,0.248,0.285
-9.68e-06,0.248,0.285
-9.68e-06,0.257,0.294
-9.68e-06,0.257,0.294
-9.68e-06,0.257,0.294
-9.68e-06,0.266,0.285
-9.68e-06,0.266,0.285
-9.67e-06,0.266,0.285
-9.67e-06,0.275,0.285
-9.67e-06,0.275,0.285
-9.67e-06,0.275,0.285
-9.67e-06,0.275,0.285
-9.67e-06,0.285,0.285
-9.67e-06,0.285,0.285
-9.67e-06,0.285,0.285
-9.67e-06,0.285,0.285
-9.67e-06,0.285,0.285
-9.67e-06,0.294,0.285
-9.67e-06,0.285,0.285
-9.67e-06,0.285,0.275
-9.67e-06,0.285,0.275
-9.67e-06,0.294,0.275
-9.67e-06,0.294,0.285
-9.67e-06,0.285,0.285
-9.67e-06,0.285,0.275
-9.67e-06,0.285,0.275
-9.67e-06,0.285,0.275
-9.66e-06,0.285,0.275
-9.66e-06,0.285,0.275
-9.66e-06,0.275,0.275
-9.66e-06,0.275,0.275
-9.66e-06,0.275,0.285
-9.66e-06,0.266,0.285
-9.66e-06,0.266,0.285
-9.66e-06,0.266,0.285
-9.66e-06,0.266,0.285
-9.66e-06,0.266,0.285
-9.66e-06,0.257,0.285
-9.66e-06,0.257,0.294
-9.66e-06,0.257,0.294
-9.66e-06,0.257,0.294
-9.66e-06,0.257,0.294
-9.66e-06,0.257,0.294
-9.66e-06,0.257,0.294
-9.66e-06,0.257,0.294
-9.66e-06,0.257,0.294
-9.66e-06,0.257,0.294
-9.65e-06,0.257,0.303
-9.65e-06,0.257,0.303
-9.65e-06,0.266,0.303
-9.65e-06,0.266,0.303
-9.65e-06,0.266,0.303
-9.65e-06,0.275,0.303
-9.65e-06,0.275,0.294
-9.65e-06,0.275,0.303
-9.65e-06,0.275,0.303
-9.65e-06,0.285,0.303
-9.65e-06,0.285,0.303
-9.65e-06,0.285,0.294
-9.65e-06,0.294,0.294
-9.65e-06,0.294,0.294
-9.65e-06,0.294,0.294
-9.65e-06,0.294,0.294
-9.65e-06,0.303,0.294
-9.65e-06,0.303,0.294
-9.65e-06,0.303,0.294
-9.65e-06,0.303,0.294
-9.64e-06,0.303,0.294
-9.64e-06,0.303,0.294
-9.64e-06,0.303,0.285
-9.64e-06,0.303,0.294
-9.64e-06,0.303,0.294
-9.64e-06,0.303,0.285
-9.64e-06,0.303,0.294
-9.64e-06,0.294,0.294
-9.64e-06,0.294,0.294
-9.64e-06,0.294,0.294
-9.64e-06,0.294,0.294
-9.64e-06,0.294,0.294
-9.64e-06,0.285,0.294
-9.64e-06,0.285,0.294
-9.64e-06,0.285,0.294
-9.64e-06,0.285,0.294
-9.64e-06,0.285,0.294
-9.64e-06,0.275,0.294
-9.64e-06,0.275,0.294
-9.64e-06,0.275,0.294
-9.63e-06,0.266,0.294
-9.63e-06,0.266,0.303
-9.63e-06,0.266,0.303
-9.63e-06,0.266,0.303
-9.63e-06,0.266,0.303
-9.63e-06,0.266,0.303
-9.63e-06,0.266,0.303
-9.63e-06,0.266,0.312
-9.63e-06,0.266,0.312
-9.63e-06,0.275,0.312
-9.63e-06,0.275,0.312
-9.63e-06,0.275,0.312
-9.63e-06,0.275,0.312
-9.63e-06,0.285,0.312
-9.63e-06,0.285,0.312
-9.63e-06,0.285,0.312
-9.63e-06,0.285,0.312
-9.63e-06,0.294,0.312
-9.63e-06,0.294,0.312
-9.63e-06,0.294,0.312
-9.62e-06,0.294,0.312
-9.62e-06,0.303,0.312
-9.62e-06,0.303,0.312
-9.62e-06,0.303,0.312
-9.62e-06,0.312,0.312
-9.62e-06,0.312,0.312
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.312,0.303
-9.62e-06,0.303,0.303
-9.62e-06,0.303,0.303
-9.61e-06,0.294,0.303
-9.61e-06,0.294,0.303
-9.61e-06,0.294,0.303
-9.61e-06,0.294,0.303
-9.61e-06,0.294,0.303
-9.61e-06,0.285,0.312
-9.61e-06,0.285,0.312
-9.61e-06,0.285,0.312
-9.61e-06,0.285,0.312
-9.61e-06,0.275,0.312
-9.61e-06,0.285,0.312
-9.61e-06,0.275,0.312
-9.61e-06,0.275,0.312
-9.61e-06,0.275,0.321
-9.61e-06,0.275,0.321
-9.61e-06,0.275,0.321
-9.61e-06,0.275,0.321
-9.61e-06,0.285,0.321
-9.61e-06,0.285,0.321
-9.61e-06,0.285,0.321
-9.6e-06,0.285,0.321
-9.6e-06,0.285,0.321
-9.6e-06,0.285,0.321
-9.6e-06,0.294,0.321
-9.6e-06,0.294,0.321
-9.6e-06,0.294,0.321
-9.6e-06,0.303,0.321
-9.6e-06,0.303,0.321
-9.6e-06,0.303,0.321
-9.6e-06,0.312,0.321
-9.6e-06,0.312,0.321
-9.6e-06,0.312,0.321
-9.6e-06,0.321,0.321
-9.6e-06,0.321,0.321
-9.6e-06,0.321,0.321
-9.6e-06,0.321,0.321
-9.6e-06,0.321,0.321
-9.6e-06,0.321,0.312
-9.6e-06,0.321,0.312
-9.6e-06,0.321,0.312
-9.59e-06,0.321,0.312
-9.59e-06,0.321,0.312
-9.59e-06,0.33,0.312
-9.59e-06,0.321,0.312
-9.59e-06,0.321,0.312
-9.59e-06,0.321,0.312
-9.59e-06,0.321,0.312
-9.59e-06,0.321,0.312
-9.59e-06,0.321,0.312
-9.59e-06,0.312,0.312
-9.59e-06,0.312,0.312
-9.59e-06,0.312,0.312
-9.59e-06,0.303,0.312
-9.59e-06,0.303,0.312
-9.59e-06,0.303,0.321
-9.59e-06,0.303,0.321
-9.59e-06,0.294,0.321
-9.59e-06,0.294,0.321
-9.59e-06,0.294,0.321
-9.59e-06,0.294,0.321
-9.58e-06,0.294,0.321
-9.58e-06,0.294,0.33
-9.58e-06,0.294,0.33
-9.58e-06,0.294,0.33
-9.58e-06,0.294,0.33
-9.58e-06,0.294,0.33
-9.58e-06,0.294,0.33
-9.58e-06,0.294,0.33
-9.58e-06,0.294,0.33
-9.58e-06,0.303,0.33
-9.58e-06,0.303,0.34
-9.58e-06,0.303,0.34
-9.58e-06,0.303,0.33
-9.58e-06,0.312,0.33
-9.58e-06,0.312,0.33
-9.58e-06,0.312,0.33
-9.58e-06,0.312,0.33
-9.58e-06,0.321,0.33
-9.58e-06,0.321,0.33
-9.58e-06,0.321,0.33
-9.57e-06,0.33,0.33
-9.57e-06,0.33,0.33
-9.57e-06,0.33,0.33
-9.57e-06,0.33,0.33
-9.57e-06,0.33,0.33
-9.57e-06,0.33,0.33
-9.57e-06,0.34,0.321
-9.57e-06,0.34,0.321
-9.57e-06,0.34,0.321
-9.57e-06,0.34,0.33
-9.57e-06,0.34,0.321
-9.57e-06,0.34,0.321
-9.57e-06,0.34,0.321
-9.57e-06,0.33,0.321
-9.57e-06,0.33,0.321
-9.57e-06,0.33,0.321
-9.57e-06,0.33,0.321
-9.57e-06,0.321,0.33
-9.57e-06,0.321,0.321
-9.57e-06,0.321,0.33
-9.56e-06,0.321,0.33
