Time(s),CH1(V),CH3(V).1
-6.34e-06,-0.496,-0.496
-6.34e-06,-0.496,-0.496
-6.34e-06,-0.496,-0.496
-6.34e-06,-0.487,-0.496
-6.34e-06,-0.487,-0.496
-6.34e-06,-0.487,-0.496
-6.34e-06,-0.487,-0.496
-6.34e-06,-0.477,-0.496
-6.34e-06,-0.477,-0.496
-6.34e-06,-0.477,-0.496
-6.34e-06,-0.477,-0.496
-6.34e-06,-0.468,-0.496
-6.34e-06,-0.468,-0.505
-6.34e-06,-0.468,-0.505
-6.34e-06,-0.468,-0.505
-6.34e-06,-0.468,-0.505
-6.34e-06,-0.468,-0.505
-6.34e-06,-0.468,-0.505
-6.33e-06,-0.468,-0.505
-6.33e-06,-0.468,-0.505
-6.33e-06,-0.468,-0.505
-6.33e-06,-0.477,-0.505
-6.33e-06,-0.477,-0.514
-6.33e-06,-0.477,-0.514
-6.33e-06,-0.477,-0.514
-6.33e-06,-0.477,-0.505
-6.33e-06,-0.477,-0.505
-6.33e-06,-0.487,-0.505
-6.33e-06,-0.487,-0.505
-6.33e-06,-0.487,-0.505
-6.33e-06,-0.496,-0.505
-6.33e-06,-0.496,-0.505
-6.33e-06,-0.496,-0.505
-6.33e-06,-0.496,-0.505
-6.33e-06,-0.505,-0.505
-6.33e-06,-0.505,-0.496
-6.33e-06,-0.505,-0.496
-6.33e-06,-0.505,-0.496
-6.32e-06,-0.505,-0.496
-6.32e-06,-0.505,-0.496
-6.32e-06,-0.505,-0.496
-6.32e-06,-0.505,-0.496
-6.32e-06,-0.505,-0.496
-6.32e-06,-0.505,-0.496
-6.32e-06,-0.505,-0.496
-6.32e-06,-0.505,-0.496
-6.32e-06,-0.505,-0.496
-6.32e-06,-0.505,-0.496
-6.32e-06,-0.496,-0.496
-6.32e-06,-0.496,-0.496
-6.32e-06,-0.496,-0.496
-6.32e-06,-0.496,-0.496
-6.32e-06,-0.487,-0.496
-6.32e-06,-0.487,-0.496
-6.32e-06,-0.487,-0.496
-6.32e-06,-0.487,-0.496
-6.32e-06,-0.477,-0.496
-6.32e-06,-0.477,-0.496
-6.31e-06,-0.477,-0.496
-6.31e-06,-0.477,-0.496
-6.31e-06,-0.477,-0.496
-6.31e-06,-0.468,-0.496
-6.31e-06,-0.468,-0.496
-6.31e-06,-0.468,-0.496
-6.31e-06,-0.468,-0.505
-6.31e-06,-0.468,-0.505
-6.31e-06,-0.468,-0.505
-6.31e-06,-0.468,-0.505
-6.31e-06,-0.468,-0.505
-6.31e-06,-0.468,-0.505
-6.31e-06,-0.468,-0.505
-6.31e-06,-0.468,-0.505
-6.31e-06,-0.477,-0.505
-6.31e-06,-0.477,-0.505
-6.31e-06,-0.477,-0.505
-6.31e-06,-0.477,-0.505
-6.31e-06,-0.487,-0.505
-6.31e-06,-0.487,-0.505
-6.3e-06,-0.487,-0.505
-6.3e-06,-0.487,-0.505
-6.3e-06,-0.487,-0.505
-6.3e-06,-0.496,-0.505
-6.3e-06,-0.496,-0.505
-6.3e-06,-0.496,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.505,-0.486
-6.3e-06,-0.505,-0.496
-6.3e-06,-0.496,-0.496
-6.29e-06,-0.496,-0.496
-6.29e-06,-0.496,-0.486
-6.29e-06,-0.496,-0.486
-6.29e-06,-0.487,-0.496
-6.29e-06,-0.487,-0.496
-6.29e-06,-0.487,-0.496
-6.29e-06,-0.477,-0.496
-6.29e-06,-0.477,-0.496
-6.29e-06,-0.477,-0.496
-6.29e-06,-0.477,-0.496
-6.29e-06,-0.468,-0.496
-6.29e-06,-0.468,-0.496
-6.29e-06,-0.468,-0.496
-6.29e-06,-0.468,-0.496
-6.29e-06,-0.468,-0.496
-6.29e-06,-0.468,-0.496
-6.29e-06,-0.468,-0.496
-6.29e-06,-0.468,-0.496
-6.29e-06,-0.468,-0.505
-6.29e-06,-0.468,-0.505
-6.28e-06,-0.468,-0.505
-6.28e-06,-0.468,-0.505
-6.28e-06,-0.468,-0.505
-6.28e-06,-0.468,-0.505
-6.28e-06,-0.477,-0.505
-6.28e-06,-0.477,-0.505
-6.28e-06,-0.477,-0.505
-6.28e-06,-0.477,-0.505
-6.28e-06,-0.487,-0.505
-6.28e-06,-0.487,-0.505
-6.28e-06,-0.487,-0.505
-6.28e-06,-0.487,-0.505
-6.28e-06,-0.496,-0.505
-6.28e-06,-0.496,-0.496
-6.28e-06,-0.496,-0.496
-6.28e-06,-0.505,-0.496
-6.28e-06,-0.505,-0.496
-6.28e-06,-0.505,-0.496
-6.28e-06,-0.505,-0.496
-6.28e-06,-0.505,-0.496
-6.27e-06,-0.505,-0.486
-6.27e-06,-0.505,-0.486
-6.27e-06,-0.505,-0.486
-6.27e-06,-0.505,-0.486
-6.27e-06,-0.505,-0.486
-6.27e-06,-0.505,-0.486
-6.27e-06,-0.505,-0.486
-6.27e-06,-0.496,-0.486
-6.27e-06,-0.496,-0.486
-6.27e-06,-0.496,-0.486
-6.27e-06,-0.496,-0.486
-6.27e-06,-0.487,-0.486
-6.27e-06,-0.487,-0.486
-6.27e-06,-0.487,-0.486
-6.27e-06,-0.477,-0.486
-6.27e-06,-0.477,-0.486
-6.27e-06,-0.477,-0.496
-6.27e-06,-0.477,-0.486
-6.27e-06,-0.468,-0.496
-6.27e-06,-0.468,-0.496
-6.26e-06,-0.468,-0.496
-6.26e-06,-0.468,-0.496
-6.26e-06,-0.468,-0.496
-6.26e-06,-0.468,-0.496
-6.26e-06,-0.468,-0.496
-6.26e-06,-0.468,-0.496
-6.26e-06,-0.468,-0.496
-6.26e-06,-0.468,-0.496
-6.26e-06,-0.468,-0.505
-6.26e-06,-0.468,-0.496
-6.26e-06,-0.468,-0.505
-6.26e-06,-0.468,-0.505
-6.26e-06,-0.468,-0.505
-6.26e-06,-0.468,-0.505
-6.26e-06,-0.477,-0.496
-6.26e-06,-0.477,-0.505
-6.26e-06,-0.477,-0.505
-6.26e-06,-0.477,-0.505
-6.26e-06,-0.487,-0.496
-6.26e-06,-0.487,-0.496
-6.25e-06,-0.487,-0.496
-6.25e-06,-0.487,-0.496
-6.25e-06,-0.487,-0.496
-6.25e-06,-0.496,-0.496
-6.25e-06,-0.496,-0.496
-6.25e-06,-0.496,-0.496
-6.25e-06,-0.496,-0.496
-6.25e-06,-0.496,-0.486
-6.25e-06,-0.496,-0.486
-6.25e-06,-0.505,-0.486
-6.25e-06,-0.505,-0.486
-6.25e-06,-0.505,-0.486
-6.25e-06,-0.496,-0.486
-6.25e-06,-0.496,-0.486
-6.25e-06,-0.496,-0.486
-6.25e-06,-0.496,-0.486
-6.25e-06,-0.496,-0.486
-6.25e-06,-0.496,-0.477
-6.25e-06,-0.487,-0.486
-6.25e-06,-0.487,-0.486
-6.24e-06,-0.487,-0.486
-6.24e-06,-0.487,-0.486
-6.24e-06,-0.477,-0.486
-6.24e-06,-0.477,-0.486
-6.24e-06,-0.477,-0.486
-6.24e-06,-0.477,-0.486
-6.24e-06,-0.468,-0.486
-6.24e-06,-0.468,-0.486
-6.24e-06,-0.468,-0.486
-6.24e-06,-0.468,-0.496
-6.24e-06,-0.459,-0.496
-6.24e-06,-0.459,-0.496
-6.24e-06,-0.459,-0.496
-6.24e-06,-0.459,-0.496
-6.24e-06,-0.459,-0.496
-6.24e-06,-0.459,-0.496
-6.24e-06,-0.459,-0.496
-6.24e-06,-0.459,-0.496
-6.24e-06,-0.459,-0.496
-6.24e-06,-0.459,-0.496
-6.23e-06,-0.468,-0.496
-6.23e-06,-0.468,-0.496
-6.23e-06,-0.468,-0.496
-6.23e-06,-0.468,-0.496
-6.23e-06,-0.477,-0.496
-6.23e-06,-0.477,-0.496
-6.23e-06,-0.477,-0.496
-6.23e-06,-0.477,-0.496
-6.23e-06,-0.487,-0.496
-6.23e-06,-0.487,-0.496
-6.23e-06,-0.487,-0.496
-6.23e-06,-0.487,-0.496
-6.23e-06,-0.496,-0.486
-6.23e-06,-0.496,-0.486
-6.23e-06,-0.496,-0.486
-6.23e-06,-0.496,-0.486
-6.23e-06,-0.496,-0.486
-6.23e-06,-0.496,-0.486
-6.23e-06,-0.496,-0.486
-6.23e-06,-0.496,-0.486
-6.22e-06,-0.496,-0.486
-6.22e-06,-0.496,-0.486
-6.22e-06,-0.496,-0.486
-6.22e-06,-0.496,-0.486
-6.22e-06,-0.496,-0.486
-6.22e-06,-0.487,-0.486
-6.22e-06,-0.487,-0.486
-6.22e-06,-0.487,-0.477
-6.22e-06,-0.487,-0.486
-6.22e-06,-0.487,-0.477
-6.22e-06,-0.477,-0.486
-6.22e-06,-0.477,-0.486
-6.22e-06,-0.477,-0.486
-6.22e-06,-0.468,-0.486
-6.22e-06,-0.468,-0.486
-6.22e-06,-0.468,-0.486
-6.22e-06,-0.468,-0.486
-6.22e-06,-0.468,-0.486
-6.22e-06,-0.459,-0.486
-6.22e-06,-0.459,-0.486
-6.21e-06,-0.459,-0.486
-6.21e-06,-0.459,-0.486
-6.21e-06,-0.459,-0.496
-6.21e-06,-0.459,-0.496
-6.21e-06,-0.459,-0.496
-6.21e-06,-0.459,-0.496
-6.21e-06,-0.459,-0.496
-6.21e-06,-0.459,-0.496
-6.21e-06,-0.459,-0.496
-6.21e-06,-0.459,-0.496
-6.21e-06,-0.459,-0.496
-6.21e-06,-0.468,-0.496
-6.21e-06,-0.468,-0.496
-6.21e-06,-0.468,-0.496
-6.21e-06,-0.468,-0.496
-6.21e-06,-0.477,-0.486
-6.21e-06,-0.477,-0.486
-6.21e-06,-0.477,-0.486
-6.21e-06,-0.487,-0.486
-6.21e-06,-0.487,-0.486
-6.2e-06,-0.487,-0.486
-6.2e-06,-0.487,-0.486
-6.2e-06,-0.487,-0.486
-6.2e-06,-0.496,-0.486
-6.2e-06,-0.496,-0.486
-6.2e-06,-0.496,-0.486
-6.2e-06,-0.496,-0.486
-6.2e-06,-0.496,-0.477
-6.2e-06,-0.496,-0.477
-6.2e-06,-0.496,-0.477
-6.2e-06,-0.496,-0.477
-6.2e-06,-0.496,-0.477
-6.2e-06,-0.496,-0.477
-6.2e-06,-0.487,-0.477
-6.2e-06,-0.487,-0.477
-6.2e-06,-0.487,-0.477
-6.2e-06,-0.487,-0.477
-6.2e-06,-0.487,-0.477
-6.2e-06,-0.477,-0.477
-6.2e-06,-0.477,-0.477
-6.19e-06,-0.468,-0.477
-6.19e-06,-0.468,-0.477
-6.19e-06,-0.468,-0.486
-6.19e-06,-0.468,-0.486
-6.19e-06,-0.468,-0.477
-6.19e-06,-0.459,-0.486
-6.19e-06,-0.459,-0.486
-6.19e-06,-0.459,-0.486
-6.19e-06,-0.459,-0.486
-6.19e-06,-0.459,-0.486
-6.19e-06,-0.459,-0.486
-6.19e-06,-0.45,-0.486
-6.19e-06,-0.45,-0.486
-6.19e-06,-0.459,-0.486
-6.19e-06,-0.459,-0.486
-6.19e-06,-0.45,-0.486
-6.19e-06,-0.45,-0.486
-6.19e-06,-0.459,-0.486
-6.19e-06,-0.459,-0.486
-6.19e-06,-0.459,-0.486
-6.18e-06,-0.459,-0.486
-6.18e-06,-0.468,-0.486
-6.18e-06,-0.468,-0.486
-6.18e-06,-0.468,-0.486
-6.18e-06,-0.468,-0.486
-6.18e-06,-0.477,-0.486
-6.18e-06,-0.477,-0.486
-6.18e-06,-0.477,-0.486
-6.18e-06,-0.477,-0.486
-6.18e-06,-0.487,-0.486
-6.18e-06,-0.477,-0.486
-6.18e-06,-0.487,-0.486
-6.18e-06,-0.487,-0.477
-6.18e-06,-0.487,-0.477
-6.18e-06,-0.487,-0.477
-6.18e-06,-0.487,-0.477
-6.18e-06,-0.487,-0.477
-6.18e-06,-0.496,-0.477
-6.18e-06,-0.487,-0.477
-6.18e-06,-0.487,-0.477
-6.17e-06,-0.487,-0.477
-6.17e-06,-0.487,-0.477
-6.17e-06,-0.487,-0.477
-6.17e-06,-0.487,-0.477
-6.17e-06,-0.487,-0.477
-6.17e-06,-0.487,-0.477
-6.17e-06,-0.477,-0.477
-6.17e-06,-0.477,-0.477
-6.17e-06,-0.477,-0.477
-6.17e-06,-0.468,-0.477
-6.17e-06,-0.468,-0.477
-6.17e-06,-0.468,-0.477
-6.17e-06,-0.459,-0.477
-6.17e-06,-0.459,-0.477
-6.17e-06,-0.459,-0.477
-6.17e-06,-0.459,-0.477
-6.17e-06,-0.459,-0.477
-6.17e-06,-0.45,-0.477
-6.17e-06,-0.45,-0.477
-6.17e-06,-0.45,-0.486
-6.16e-06,-0.45,-0.486
-6.16e-06,-0.45,-0.486
-6.16e-06,-0.45,-0.486
-6.16e-06,-0.45,-0.486
-6.16e-06,-0.45,-0.486
-6.16e-06,-0.45,-0.486
-6.16e-06,-0.45,-0.486
-6.16e-06,-0.45,-0.486
-6.16e-06,-0.459,-0.486
-6.16e-06,-0.459,-0.486
-6.16e-06,-0.459,-0.486
-6.16e-06,-0.459,-0.486
-6.16e-06,-0.468,-0.486
-6.16e-06,-0.468,-0.486
-6.16e-06,-0.468,-0.486
-6.16e-06,-0.468,-0.486
-6.16e-06,-0.468,-0.486
-6.16e-06,-0.477,-0.477
-6.16e-06,-0.477,-0.477
-6.16e-06,-0.477,-0.477
-6.15e-06,-0.487,-0.477
-6.15e-06,-0.477,-0.477
-6.15e-06,-0.477,-0.477
-6.15e-06,-0.487,-0.477
-6.15e-06,-0.487,-0.477
-6.15e-06,-0.487,-0.468
-6.15e-06,-0.487,-0.477
-6.15e-06,-0.487,-0.468
-6.15e-06,-0.487,-0.468
-6.15e-06,-0.487,-0.468
-6.15e-06,-0.487,-0.468
-6.15e-06,-0.487,-0.468
-6.15e-06,-0.477,-0.468
-6.15e-06,-0.477,-0.468
-6.15e-06,-0.477,-0.468
-6.15e-06,-0.477,-0.468
-6.15e-06,-0.468,-0.468
-6.15e-06,-0.468,-0.468
-6.15e-06,-0.468,-0.468
-6.15e-06,-0.468,-0.468
-6.14e-06,-0.459,-0.468
-6.14e-06,-0.459,-0.468
-6.14e-06,-0.459,-0.468
-6.14e-06,-0.459,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.45,-0.477
-6.14e-06,-0.459,-0.477
-6.13e-06,-0.459,-0.477
-6.13e-06,-0.459,-0.477
-6.13e-06,-0.459,-0.477
-6.13e-06,-0.468,-0.477
-6.13e-06,-0.468,-0.477
-6.13e-06,-0.468,-0.477
-6.13e-06,-0.468,-0.477
-6.13e-06,-0.477,-0.477
-6.13e-06,-0.477,-0.477
-6.13e-06,-0.477,-0.477
-6.13e-06,-0.477,-0.477
-6.13e-06,-0.477,-0.477
-6.13e-06,-0.477,-0.468
-6.13e-06,-0.487,-0.468
-6.13e-06,-0.477,-0.468
-6.13e-06,-0.477,-0.468
-6.13e-06,-0.477,-0.468
-6.13e-06,-0.477,-0.468
-6.13e-06,-0.477,-0.468
-6.13e-06,-0.477,-0.468
-6.12e-06,-0.477,-0.468
-6.12e-06,-0.477,-0.468
-6.12e-06,-0.468,-0.468
-6.12e-06,-0.468,-0.468
-6.12e-06,-0.468,-0.468
-6.12e-06,-0.468,-0.468
-6.12e-06,-0.459,-0.468
-6.12e-06,-0.459,-0.468
-6.12e-06,-0.459,-0.468
-6.12e-06,-0.459,-0.468
-6.12e-06,-0.45,-0.468
-6.12e-06,-0.45,-0.468
-6.12e-06,-0.45,-0.468
-6.12e-06,-0.441,-0.468
-6.12e-06,-0.441,-0.468
-6.12e-06,-0.45,-0.468
-6.12e-06,-0.441,-0.468
-6.12e-06,-0.441,-0.468
-6.12e-06,-0.441,-0.468
-6.12e-06,-0.441,-0.468
-6.11e-06,-0.441,-0.477
-6.11e-06,-0.441,-0.477
-6.11e-06,-0.441,-0.477
-6.11e-06,-0.441,-0.477
-6.11e-06,-0.441,-0.477
-6.11e-06,-0.45,-0.477
-6.11e-06,-0.45,-0.477
-6.11e-06,-0.45,-0.477
-6.11e-06,-0.45,-0.477
-6.11e-06,-0.45,-0.477
-6.11e-06,-0.459,-0.477
-6.11e-06,-0.459,-0.477
-6.11e-06,-0.459,-0.468
-6.11e-06,-0.459,-0.477
-6.11e-06,-0.468,-0.477
-6.11e-06,-0.468,-0.468
-6.11e-06,-0.468,-0.468
-6.11e-06,-0.468,-0.468
-6.11e-06,-0.477,-0.468
-6.11e-06,-0.477,-0.468
-6.1e-06,-0.477,-0.468
-6.1e-06,-0.477,-0.468
-6.1e-06,-0.477,-0.459
-6.1e-06,-0.477,-0.459
-6.1e-06,-0.477,-0.459
-6.1e-06,-0.477,-0.459
-6.1e-06,-0.477,-0.459
-6.1e-06,-0.477,-0.459
-6.1e-06,-0.477,-0.459
-6.1e-06,-0.468,-0.459
-6.1e-06,-0.468,-0.459
-6.1e-06,-0.468,-0.459
-6.1e-06,-0.468,-0.459
-6.1e-06,-0.468,-0.459
-6.1e-06,-0.459,-0.459
-6.1e-06,-0.459,-0.459
-6.1e-06,-0.459,-0.459
-6.1e-06,-0.459,-0.459
-6.1e-06,-0.45,-0.459
-6.1e-06,-0.45,-0.459
-6.09e-06,-0.45,-0.459
-6.09e-06,-0.45,-0.459
-6.09e-06,-0.441,-0.459
-6.09e-06,-0.441,-0.459
-6.09e-06,-0.441,-0.459
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.441,-0.468
-6.09e-06,-0.45,-0.477
-6.09e-06,-0.45,-0.468
-6.09e-06,-0.45,-0.468
-6.09e-06,-0.45,-0.468
-6.08e-06,-0.45,-0.468
-6.08e-06,-0.459,-0.468
-6.08e-06,-0.459,-0.468
-6.08e-06,-0.459,-0.468
-6.08e-06,-0.459,-0.468
-6.08e-06,-0.459,-0.468
-6.08e-06,-0.468,-0.459
-6.08e-06,-0.468,-0.459
-6.08e-06,-0.468,-0.459
-6.08e-06,-0.468,-0.459
-6.08e-06,-0.468,-0.459
-6.08e-06,-0.468,-0.459
-6.08e-06,-0.468,-0.459
-6.08e-06,-0.468,-0.45
-6.08e-06,-0.468,-0.45
-6.08e-06,-0.477,-0.45
-6.08e-06,-0.468,-0.45
-6.08e-06,-0.468,-0.45
-6.08e-06,-0.468,-0.45
-6.08e-06,-0.468,-0.45
-6.07e-06,-0.468,-0.45
-6.07e-06,-0.459,-0.45
-6.07e-06,-0.459,-0.45
-6.07e-06,-0.459,-0.45
-6.07e-06,-0.459,-0.45
-6.07e-06,-0.45,-0.45
-6.07e-06,-0.45,-0.45
-6.07e-06,-0.45,-0.45
-6.07e-06,-0.45,-0.45
-6.07e-06,-0.441,-0.45
-6.07e-06,-0.441,-0.459
-6.07e-06,-0.441,-0.459
-6.07e-06,-0.431,-0.459
-6.07e-06,-0.431,-0.459
-6.07e-06,-0.431,-0.459
-6.07e-06,-0.431,-0.459
-6.07e-06,-0.431,-0.459
-6.07e-06,-0.431,-0.459
-6.07e-06,-0.431,-0.459
-6.07e-06,-0.431,-0.468
-6.06e-06,-0.431,-0.468
-6.06e-06,-0.431,-0.468
-6.06e-06,-0.431,-0.459
-6.06e-06,-0.431,-0.468
-6.06e-06,-0.431,-0.468
-6.06e-06,-0.441,-0.468
-6.06e-06,-0.441,-0.459
-6.06e-06,-0.441,-0.468
-6.06e-06,-0.441,-0.459
-6.06e-06,-0.45,-0.459
-6.06e-06,-0.45,-0.459
-6.06e-06,-0.45,-0.459
-6.06e-06,-0.459,-0.459
-6.06e-06,-0.459,-0.459
-6.06e-06,-0.459,-0.459
-6.06e-06,-0.459,-0.459
-6.06e-06,-0.459,-0.459
-6.06e-06,-0.468,-0.459
-6.06e-06,-0.468,-0.459
-6.06e-06,-0.468,-0.45
-6.05e-06,-0.468,-0.45
-6.05e-06,-0.468,-0.45
-6.05e-06,-0.468,-0.45
-6.05e-06,-0.468,-0.45
-6.05e-06,-0.468,-0.45
-6.05e-06,-0.468,-0.45
-6.05e-06,-0.468,-0.45
-6.05e-06,-0.459,-0.441
-6.05e-06,-0.459,-0.441
-6.05e-06,-0.459,-0.441
-6.05e-06,-0.459,-0.45
-6.05e-06,-0.45,-0.45
-6.05e-06,-0.45,-0.45
-6.05e-06,-0.45,-0.45
-6.05e-06,-0.441,-0.45
-6.05e-06,-0.441,-0.45
-6.05e-06,-0.441,-0.45
-6.05e-06,-0.431,-0.45
-6.05e-06,-0.431,-0.45
-6.05e-06,-0.431,-0.45
-6.04e-06,-0.431,-0.45
-6.04e-06,-0.431,-0.45
-6.04e-06,-0.431,-0.45
-6.04e-06,-0.431,-0.45
-6.04e-06,-0.431,-0.45
-6.04e-06,-0.422,-0.45
-6.04e-06,-0.422,-0.45
-6.04e-06,-0.422,-0.45
-6.04e-06,-0.422,-0.459
-6.04e-06,-0.422,-0.459
-6.04e-06,-0.422,-0.459
-6.04e-06,-0.422,-0.459
-6.04e-06,-0.431,-0.459
-6.04e-06,-0.431,-0.459
-6.04e-06,-0.431,-0.459
-6.04e-06,-0.431,-0.459
-6.04e-06,-0.431,-0.459
-6.04e-06,-0.441,-0.459
-6.04e-06,-0.441,-0.459
-6.04e-06,-0.441,-0.45
-6.03e-06,-0.441,-0.45
-6.03e-06,-0.441,-0.45
-6.03e-06,-0.45,-0.45
-6.03e-06,-0.45,-0.45
-6.03e-06,-0.45,-0.45
-6.03e-06,-0.45,-0.45
-6.03e-06,-0.459,-0.45
-6.03e-06,-0.459,-0.45
-6.03e-06,-0.459,-0.441
-6.03e-06,-0.459,-0.441
-6.03e-06,-0.459,-0.441
-6.03e-06,-0.459,-0.441
-6.03e-06,-0.459,-0.441
-6.03e-06,-0.459,-0.441
-6.03e-06,-0.459,-0.441
-6.03e-06,-0.459,-0.441
-6.03e-06,-0.45,-0.441
-6.03e-06,-0.45,-0.441
-6.03e-06,-0.45,-0.441
-6.03e-06,-0.45,-0.441
-6.02e-06,-0.45,-0.441
-6.02e-06,-0.441,-0.441
-6.02e-06,-0.441,-0.441
-6.02e-06,-0.441,-0.441
-6.02e-06,-0.441,-0.441
-6.02e-06,-0.431,-0.441
-6.02e-06,-0.431,-0.441
-6.02e-06,-0.431,-0.441
-6.02e-06,-0.431,-0.441
-6.02e-06,-0.431,-0.441
-6.02e-06,-0.422,-0.441
-6.02e-06,-0.422,-0.441
-6.02e-06,-0.422,-0.441
-6.02e-06,-0.422,-0.441
-6.02e-06,-0.422,-0.45
-6.02e-06,-0.413,-0.45
-6.02e-06,-0.413,-0.45
-6.02e-06,-0.413,-0.45
-6.02e-06,-0.422,-0.45
-6.02e-06,-0.422,-0.45
-6.01e-06,-0.422,-0.45
-6.01e-06,-0.422,-0.45
-6.01e-06,-0.422,-0.45
-6.01e-06,-0.431,-0.45
-6.01e-06,-0.431,-0.45
-6.01e-06,-0.431,-0.45
-6.01e-06,-0.431,-0.45
-6.01e-06,-0.431,-0.45
-6.01e-06,-0.441,-0.45
-6.01e-06,-0.441,-0.45
-6.01e-06,-0.441,-0.441
-6.01e-06,-0.441,-0.45
-6.01e-06,-0.441,-0.45
-6.01e-06,-0.441,-0.441
-6.01e-06,-0.45,-0.441
-6.01e-06,-0.45,-0.441
-6.01e-06,-0.45,-0.441
-6.01e-06,-0.45,-0.431
-6.01e-06,-0.45,-0.441
-6.01e-06,-0.45,-0.441
-6e-06,-0.45,-0.441
-6e-06,-0.45,-0.431
-6e-06,-0.45,-0.431
-6e-06,-0.45,-0.431
-6e-06,-0.45,-0.431
-6e-06,-0.45,-0.431
-6e-06,-0.45,-0.431
-6e-06,-0.441,-0.431
-6e-06,-0.441,-0.431
-6e-06,-0.441,-0.431
-6e-06,-0.441,-0.431
-6e-06,-0.431,-0.431
-6e-06,-0.431,-0.431
-6e-06,-0.422,-0.431
-6e-06,-0.422,-0.431
-6e-06,-0.422,-0.431
-6e-06,-0.422,-0.431
-6e-06,-0.422,-0.431
-6e-06,-0.413,-0.431
-6e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.404,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.413,-0.441
-5.99e-06,-0.422,-0.441
-5.99e-06,-0.422,-0.441
-5.99e-06,-0.431,-0.441
-5.99e-06,-0.431,-0.441
-5.99e-06,-0.431,-0.441
-5.99e-06,-0.431,-0.441
-5.98e-06,-0.431,-0.441
-5.98e-06,-0.441,-0.431
-5.98e-06,-0.441,-0.431
-5.98e-06,-0.441,-0.431
-5.98e-06,-0.441,-0.431
-5.98e-06,-0.441,-0.431
-5.98e-06,-0.45,-0.431
-5.98e-06,-0.441,-0.431
-5.98e-06,-0.441,-0.431
-5.98e-06,-0.441,-0.431
-5.98e-06,-0.441,-0.431
-5.98e-06,-0.441,-0.422
-5.98e-06,-0.441,-0.422
-5.98e-06,-0.441,-0.422
-5.98e-06,-0.441,-0.422
-5.98e-06,-0.441,-0.422
-5.98e-06,-0.441,-0.422
-5.98e-06,-0.431,-0.422
-5.98e-06,-0.431,-0.422
-5.98e-06,-0.431,-0.422
-5.97e-06,-0.431,-0.422
-5.97e-06,-0.431,-0.422
-5.97e-06,-0.422,-0.422
-5.97e-06,-0.422,-0.422
-5.97e-06,-0.422,-0.422
-5.97e-06,-0.413,-0.431
-5.97e-06,-0.413,-0.422
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.441
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.431
-5.97e-06,-0.404,-0.441
-5.96e-06,-0.404,-0.441
-5.96e-06,-0.413,-0.431
-5.96e-06,-0.413,-0.431
-5.96e-06,-0.413,-0.431
-5.96e-06,-0.413,-0.431
-5.96e-06,-0.422,-0.431
-5.96e-06,-0.422,-0.431
-5.96e-06,-0.422,-0.431
-5.96e-06,-0.422,-0.431
-5.96e-06,-0.431,-0.431
-5.96e-06,-0.431,-0.431
-5.96e-06,-0.431,-0.431
-5.96e-06,-0.441,-0.422
-5.96e-06,-0.431,-0.422
-5.96e-06,-0.441,-0.422
-5.96e-06,-0.441,-0.422
-5.96e-06,-0.441,-0.422
-5.96e-06,-0.441,-0.422
-5.96e-06,-0.441,-0.422
-5.96e-06,-0.441,-0.422
