Time(s),CH1(V),CH3(V)
-2.5e-06,-0.06426308,-0.1284914
-2.4995e-06,-0.06426308,-0.1284914
-2.499e-06,-0.06426308,-0.1284914
-2.4985e-06,-0.07344352,-0.1284914
-2.498e-06,-0.07344352,-0.1376694
-2.4975e-06,-0.08262396,-0.1376694
-2.497e-06,-0.08262396,-0.1376694
-2.4965e-06,-0.08262396,-0.1376694
-2.496e-06,-0.08262396,-0.1376694
-2.4955e-06,-0.08262396,-0.1376694
-2.495e-06,-0.0918044,-0.1468474
-2.4945e-06,-0.0918044,-0.1468474
-2.494e-06,-0.0918044,-0.1468474
-2.4935e-06,-0.1009848,-0.1468474
-2.493e-06,-0.1009848,-0.1468474
-2.4925e-06,-0.1009848,-0.1560253
-2.492e-06,-0.1009848,-0.1560253
-2.4915e-06,-0.1009848,-0.1560253
-2.491e-06,-0.1009848,-0.1560253
-2.4905e-06,-0.1009848,-0.1560253
-2.49e-06,-0.1009848,-0.1560253
-2.4895e-06,-0.1009848,-0.1560253
-2.489e-06,-0.1101653,-0.1652033
-2.4885e-06,-0.1101653,-0.1652033
-2.488e-06,-0.1101653,-0.1743813
-2.4875e-06,-0.1101653,-0.1743813
-2.487e-06,-0.1193457,-0.1743813
-2.4865e-06,-0.1101653,-0.1835592
-2.486e-06,-0.1193457,-0.1835592
-2.4855e-06,-0.1193457,-0.1835592
-2.485e-06,-0.1193457,-0.1835592
-2.4845e-06,-0.1193457,-0.1835592
-2.484e-06,-0.1193457,-0.1927372
-2.4835e-06,-0.1193457,-0.1927372
-2.483e-06,-0.1285262,-0.1927372
-2.4825e-06,-0.1285262,-0.1927372
-2.482e-06,-0.1285262,-0.2019151
-2.4815e-06,-0.1377066,-0.2019151
-2.481e-06,-0.1377066,-0.2019151
-2.4805e-06,-0.1377066,-0.2019151
-2.48e-06,-0.146887,-0.2019151
-2.4795e-06,-0.146887,-0.2110931
-2.479e-06,-0.146887,-0.2110931
-2.4785e-06,-0.146887,-0.2202711
-2.478e-06,-0.1560675,-0.2202711
-2.4775e-06,-0.1560675,-0.2202711
-2.477e-06,-0.1560675,-0.2202711
-2.4765e-06,-0.1652479,-0.2202711
-2.476e-06,-0.1652479,-0.2202711
-2.4755e-06,-0.1652479,-0.229449
-2.475e-06,-0.1744284,-0.229449
-2.4745e-06,-0.1744284,-0.229449
