Time(s),CH1(V),CH3(V)
-2.5e-06,-0.4957438,-0.4864319
-2.4995e-06,-0.4957438,-0.4864319
-2.499e-06,-0.4957438,-0.4864319
-2.4985e-06,-0.4957438,-0.4956099
-2.498e-06,-0.4957438,-0.4864319
-2.4975e-06,-0.4957438,-0.4864319
-2.497e-06,-0.4957438,-0.4864319
-2.4965e-06,-0.4865633,-0.4864319
-2.496e-06,-0.4865633,-0.4864319
-2.4955e-06,-0.4865633,-0.4864319
-2.495e-06,-0.4865633,-0.4864319
-2.4945e-06,-0.4865633,-0.4864319
-2.494e-06,-0.4865633,-0.4864319
-2.4935e-06,-0.4865633,-0.4864319
-2.493e-06,-0.4865633,-0.4864319
-2.4925e-06,-0.4865633,-0.4864319
-2.492e-06,-0.4865633,-0.4864319
-2.4915e-06,-0.4865633,-0.4772539
-2.491e-06,-0.4865633,-0.4864319
-2.4905e-06,-0.4865633,-0.4864319
-2.49e-06,-0.4865633,-0.4772539
-2.4895e-06,-0.4865633,-0.4772539
-2.489e-06,-0.4865633,-0.4772539
-2.4885e-06,-0.4865633,-0.4772539
-2.488e-06,-0.4865633,-0.4772539
-2.4875e-06,-0.4865633,-0.4772539
-2.487e-06,-0.4773829,-0.4772539
-2.4865e-06,-0.4773829,-0.4772539
-2.486e-06,-0.4773829,-0.4772539
-2.4855e-06,-0.4773829,-0.4772539
-2.485e-06,-0.4773829,-0.4772539
-2.4845e-06,-0.4773829,-0.4772539
-2.484e-06,-0.4773829,-0.4772539
-2.4835e-06,-0.4773829,-0.4772539
-2.483e-06,-0.4773829,-0.468076
-2.4825e-06,-0.4773829,-0.468076
-2.482e-06,-0.4865633,-0.468076
-2.4815e-06,-0.4773829,-0.468076
-2.481e-06,-0.4773829,-0.468076
-2.4805e-06,-0.4773829,-0.468076
-2.48e-06,-0.4773829,-0.468076
-2.4795e-06,-0.4773829,-0.468076
-2.479e-06,-0.4773829,-0.468076
-2.4785e-06,-0.4773829,-0.468076
-2.478e-06,-0.4773829,-0.468076
