Time(s),CH1(V),CH3(V)
-5e-06,-0.1009848,-0.1101355
-4.9995e-06,-0.0918044,-0.1101355
-4.999e-06,-0.0918044,-0.1193135
-4.9985e-06,-0.0918044,-0.1193135
-4.998e-06,-0.0918044,-0.1193135
-4.9975e-06,-0.0918044,-0.1193135
-4.997e-06,-0.0918044,-0.1193135
-4.9965e-06,-0.08262396,-0.1193135
-4.996e-06,-0.0918044,-0.1193135
-4.9955e-06,-0.08262396,-0.1193135
-4.995e-06,-0.08262396,-0.1284914
-4.9945e-06,-0.08262396,-0.1284914
-4.994e-06,-0.08262396,-0.1284914
-4.9935e-06,-0.08262396,-0.1284914
-4.993e-06,-0.08262396,-0.1284914
-4.9925e-06,-0.08262396,-0.1284914
-4.992e-06,-0.08262396,-0.1284914
-4.9915e-06,-0.08262396,-0.1284914
-4.991e-06,-0.08262396,-0.1376694
-4.9905e-06,-0.08262396,-0.1376694
-4.99e-06,-0.0918044,-0.1376694
-4.9895e-06,-0.0918044,-0.1376694
-4.989e-06,-0.0918044,-0.1376694
-4.9885e-06,-0.1009848,-0.1376694
-4.988e-06,-0.1009848,-0.1376694
-4.9875e-06,-0.1009848,-0.1376694
-4.987e-06,-0.1101653,-0.1468474
-4.9865e-06,-0.1101653,-0.1376694
-4.986e-06,-0.1101653,-0.1376694
-4.9855e-06,-0.1101653,-0.1376694
-4.985e-06,-0.1193457,-0.1376694
-4.9845e-06,-0.1193457,-0.1468474
-4.984e-06,-0.1285262,-0.1376694
-4.9835e-06,-0.1285262,-0.1376694
-4.983e-06,-0.1285262,-0.1376694
-4.9825e-06,-0.1285262,-0.1376694
-4.982e-06,-0.1377066,-0.1376694
-4.9815e-06,-0.1377066,-0.1376694
-4.981e-06,-0.1377066,-0.1376694
-4.9805e-06,-0.1377066,-0.1376694
-4.98e-06,-0.1377066,-0.1376694
-4.9795e-06,-0.1377066,-0.1468474
-4.979e-06,-0.1377066,-0.1468474
-4.9785e-06,-0.1377066,-0.1468474
-4.978e-06,-0.1377066,-0.1468474
-4.9775e-06,-0.1377066,-0.1468474
-4.977e-06,-0.1377066,-0.1468474
-4.9765e-06,-0.1377066,-0.1468474
-4.976e-06,-0.1377066,-0.1468474
-4.9755e-06,-0.1285262,-0.1468474
-4.975e-06,-0.1377066,-0.1468474
-4.9745e-06,-0.1285262,-0.1468474
-4.974e-06,-0.1285262,-0.1468474
-4.9735e-06,-0.1285262,-0.1468474
-4.973e-06,-0.1285262,-0.1560253
-4.9725e-06,-0.1285262,-0.1560253
-4.972e-06,-0.1193457,-0.1560253
-4.9715e-06,-0.1193457,-0.1560253
-4.971e-06,-0.1193457,-0.1560253
-4.9705e-06,-0.1193457,-0.1560253
-4.97e-06,-0.1193457,-0.1652033
-4.9695e-06,-0.1193457,-0.1652033
-4.969e-06,-0.1193457,-0.1652033
-4.9685e-06,-0.1193457,-0.1652033
-4.968e-06,-0.1193457,-0.1652033
-4.9675e-06,-0.1193457,-0.1652033
-4.967e-06,-0.1193457,-0.1652033
-4.9665e-06,-0.1193457,-0.1652033
-4.966e-06,-0.1285262,-0.1743813
-4.9655e-06,-0.1285262,-0.1743813
-4.965e-06,-0.1285262,-0.1743813
-4.9645e-06,-0.1285262,-0.1743813
-4.964e-06,-0.1377066,-0.1743813
-4.9635e-06,-0.1377066,-0.1743813
-4.963e-06,-0.1377066,-0.1743813
-4.9625e-06,-0.1377066,-0.1743813
-4.962e-06,-0.146887,-0.1743813
-4.9615e-06,-0.146887,-0.1743813
-4.961e-06,-0.1560675,-0.1743813
-4.9605e-06,-0.1560675,-0.1743813
-4.96e-06,-0.1560675,-0.1743813
-4.9595e-06,-0.1560675,-0.1743813
-4.959e-06,-0.1652479,-0.1743813
-4.9585e-06,-0.1652479,-0.1743813
-4.958e-06,-0.1652479,-0.1743813
-4.9575e-06,-0.1652479,-0.1743813
-4.957e-06,-0.1652479,-0.1743813
-4.9565e-06,-0.1744284,-0.1743813
-4.956e-06,-0.1744284,-0.1743813
-4.9555e-06,-0.1744284,-0.1743813
-4.955e-06,-0.1744284,-0.1743813
-4.9545e-06,-0.1744284,-0.1743813
-4.954e-06,-0.1744284,-0.1743813
-4.9535e-06,-0.1744284,-0.1743813
-4.953e-06,-0.1744284,-0.1743813
-4.9525e-06,-0.1744284,-0.1835592
-4.952e-06,-0.1744284,-0.1835592
-4.9515e-06,-0.1744284,-0.1835592
-4.951e-06,-0.1652479,-0.1835592
-4.9505e-06,-0.1652479,-0.1835592
-4.95e-06,-0.1652479,-0.1835592
-4.9495e-06,-0.1652479,-0.1835592
-4.949e-06,-0.1652479,-0.1835592
-4.9485e-06,-0.1652479,-0.1835592
-4.948e-06,-0.1652479,-0.1835592
-4.9475e-06,-0.1560675,-0.1927372
-4.947e-06,-0.1560675,-0.1927372
-4.9465e-06,-0.1560675,-0.1927372
-4.946e-06,-0.1560675,-0.1927372
-4.9455e-06,-0.1560675,-0.1927372
-4.945e-06,-0.1560675,-0.2019151
-4.9445e-06,-0.1560675,-0.2019151
-4.944e-06,-0.1560675,-0.2019151
-4.9435e-06,-0.1560675,-0.2019151
-4.943e-06,-0.1560675,-0.2019151
-4.9425e-06,-0.1560675,-0.2019151
-4.942e-06,-0.1652479,-0.2019151
-4.9415e-06,-0.1560675,-0.2110931
-4.941e-06,-0.1652479,-0.2110931
-4.9405e-06,-0.1652479,-0.2110931
-4.94e-06,-0.1652479,-0.2110931
-4.9395e-06,-0.1744284,-0.2110931
-4.939e-06,-0.1744284,-0.2110931
-4.9385e-06,-0.1744284,-0.2110931
-4.938e-06,-0.1744284,-0.2110931
