Time(s),CH1(V),CH2(V),CH3(V)
-3.7135E-06,-3.703008E-02,-5.731236E-01,-4.636040E-02
-3.7130E-06,-4.165884E-02,-6.686442E-01,-5.099644E-02
-3.7125E-06,-4.165884E-02,-5.731236E-01,-5.099644E-02
-3.7120E-06,-4.165884E-02,-5.731236E-01,-5.099644E-02
-3.7115E-06,-4.165884E-02,-5.731236E-01,-5.099644E-02
-3.7110E-06,-4.165884E-02,-6.686442E-01,-5.099644E-02
-3.7105E-06,-4.628760E-02,-6.686442E-01,-5.099644E-02
-3.7100E-06,-5.091636E-02,-5.731236E-01,-4.636040E-02
-3.7095E-06,-5.091636E-02,-5.731236E-01,-4.636040E-02
-3.7090E-06,-4.628760E-02,-6.686442E-01,-5.099644E-02
-3.7085E-06,-4.628760E-02,-7.641648E-01,-5.099644E-02
-3.7080E-06,-4.628760E-02,-7.641648E-01,-4.636040E-02
-3.7075E-06,-4.628760E-02,-7.641648E-01,-5.099644E-02
-3.7070E-06,-5.091636E-02,-7.641648E-01,-5.099644E-02
-3.7065E-06,-5.091636E-02,-6.686442E-01,-5.099644E-02
-3.7060E-06,-5.091636E-02,-6.686442E-01,-5.099644E-02
-3.7055E-06,-4.628760E-02,-7.641648E-01,-5.099644E-02
-3.7050E-06,-4.628760E-02,-7.641648E-01,-5.099644E-02
-3.7045E-06,-4.628760E-02,-7.641648E-01,-5.563248E-02
-3.7040E-06,-4.628760E-02,-6.686442E-01,-5.563248E-02
-3.7035E-06,-4.628760E-02,-6.686442E-01,-5.563248E-02
-3.7030E-06,-4.628760E-02,-6.686442E-01,-5.099644E-02
-3.7025E-06,-4.628760E-02,-6.686442E-01,-5.099644E-02
-3.7020E-06,-5.091636E-02,-7.641648E-01,-5.099644E-02
-3.7015E-06,-5.091636E-02,-7.641648E-01,-5.563248E-02
-3.7010E-06,-5.091636E-02,-7.641648E-01,-5.563248E-02
-3.7005E-06,-5.091636E-02,-6.686442E-01,-5.563248E-02
-3.7000E-06,-4.628760E-02,-6.686442E-01,-5.099644E-02
-3.6995E-06,-4.628760E-02,-6.686442E-01,-5.563248E-02
-3.6990E-06,-4.628760E-02,-7.641648E-01,-5.563248E-02
-3.6985E-06,-4.628760E-02,-7.641648E-01,-5.563248E-02
-3.6980E-06,-4.628760E-02,-7.641648E-01,-5.099644E-02
-3.6975E-06,-4.628760E-02,-7.641648E-01,-5.563248E-02
-3.6970E-06,-5.091636E-02,-7.641648E-01,-6.026852E-02
-3.6965E-06,-5.091636E-02,-7.641648E-01,-5.563248E-02
-3.6960E-06,-4.628760E-02,-7.641648E-01,-5.563248E-02
-3.6955E-06,-4.628760E-02,-7.641648E-01,-5.563248E-02
-3.6950E-06,-5.091636E-02,-7.641648E-01,-6.026852E-02
-3.6945E-06,-5.091636E-02,-7.641648E-01,-6.026852E-02
-3.6940E-06,-5.091636E-02,-7.641648E-01,-5.563248E-02
-3.6935E-06,-4.628760E-02,-7.641648E-01,-5.563248E-02
-3.6930E-06,-4.628760E-02,-7.641648E-01,-5.563248E-02
-3.6925E-06,-4.628760E-02,-8.596854E-01,-5.563248E-02
-3.6920E-06,-4.628760E-02,-8.596854E-01,-5.563248E-02
-3.6915E-06,-4.628760E-02,-8.596854E-01,-6.026852E-02
-3.6910E-06,-4.628760E-02,-8.596854E-01,-6.026852E-02
-3.6905E-06,-4.628760E-02,-8.596854E-01,-6.026852E-02
-3.6900E-06,-4.628760E-02,-8.596854E-01,-6.026852E-02
-3.6895E-06,-5.091636E-02,-8.596854E-01,-6.026852E-02
-3.6890E-06,-5.091636E-02,-8.596854E-01,-6.026852E-02
-3.6885E-06,-5.091636E-02,-8.596854E-01,-6.026852E-02
-3.6880E-06,-5.091636E-02,-8.596854E-01,-6.026852E-02
-3.6875E-06,-5.091636E-02,-8.596854E-01,-6.026852E-02
-3.6870E-06,-5.091636E-02,-8.596854E-01,-5.563248E-02
-3.6865E-06,-5.554512E-02,-8.596854E-01,-5.563248E-02
-3.6860E-06,-5.091636E-02,-9.552060E-01,-5.563248E-02
-3.6855E-06,-5.091636E-02,-9.552060E-01,-5.563248E-02
-3.6850E-06,-5.554512E-02,-8.596854E-01,-5.563248E-02
-3.6845E-06,-5.091636E-02,-8.596854E-01,-6.026852E-02
-3.6840E-06,-5.091636E-02,-7.641648E-01,-6.026852E-02
-3.6835E-06,-5.554512E-02,-8.596854E-01,-6.026852E-02
-3.6830E-06,-5.554512E-02,-9.552060E-01,-6.026852E-02
-3.6825E-06,-5.554512E-02,-8.596854E-01,-6.026852E-02
-3.6820E-06,-5.554512E-02,-8.596854E-01,-6.026852E-02
-3.6815E-06,-5.554512E-02,-9.552060E-01,-6.026852E-02
-3.6810E-06,-5.554512E-02,-9.552060E-01,-6.026852E-02
-3.6805E-06,-5.554512E-02,-9.552060E-01,-6.026852E-02
-3.6800E-06,-5.091636E-02,-9.552060E-01,-6.490456E-02
-3.6795E-06,-5.091636E-02,-9.552060E-01,-6.490456E-02
-3.6790E-06,-5.091636E-02,-9.552060E-01,-6.490456E-02
-3.6785E-06,-5.091636E-02,-9.552060E-01,-6.026852E-02
-3.6780E-06,-5.554512E-02,-9.552060E-01,-6.026852E-02
-3.6775E-06,-5.554512E-02,-9.552060E-01,-6.490456E-02
-3.6770E-06,-5.554512E-02,-1.050727E+00,-6.490456E-02
-3.6765E-06,-5.554512E-02,-1.050727E+00,-6.490456E-02
-3.6760E-06,-5.091636E-02,-1.146247E+00,-6.490456E-02
-3.6755E-06,-5.091636E-02,-1.050727E+00,-6.026852E-02
-3.6750E-06,-5.554512E-02,-1.050727E+00,-6.026852E-02
-3.6745E-06,-5.554512E-02,-1.050727E+00,-6.490456E-02
-3.6740E-06,-5.554512E-02,-1.050727E+00,-6.490456E-02
-3.6735E-06,-5.554512E-02,-1.050727E+00,-6.490456E-02
-3.6730E-06,-5.554512E-02,-1.050727E+00,-6.026852E-02
-3.6725E-06,-5.554512E-02,-9.552060E-01,-6.490456E-02
-3.6720E-06,-5.554512E-02,-9.552060E-01,-6.490456E-02
-3.6715E-06,-5.554512E-02,-9.552060E-01,-6.490456E-02
-3.6710E-06,-5.554512E-02,-9.552060E-01,-6.490456E-02
-3.6705E-06,-5.554512E-02,-9.552060E-01,-6.490456E-02
-3.6700E-06,-5.554512E-02,-1.146247E+00,-6.490456E-02
-3.6695E-06,-5.554512E-02,-1.146247E+00,-6.490456E-02
-3.6690E-06,-5.554512E-02,-1.146247E+00,-6.490456E-02
-3.6685E-06,-5.091636E-02,-1.146247E+00,-6.490456E-02
-3.6680E-06,-5.554512E-02,-1.146247E+00,-6.954060E-02
-3.6675E-06,-6.017388E-02,-1.050727E+00,-6.954060E-02
-3.6670E-06,-5.554512E-02,-1.146247E+00,-6.954060E-02
-3.6665E-06,-5.554512E-02,-1.146247E+00,-6.954060E-02
-3.6660E-06,-6.017388E-02,-1.146247E+00,-6.954060E-02
-3.6655E-06,-5.554512E-02,-1.146247E+00,-6.490456E-02
-3.6650E-06,-6.017388E-02,-1.146247E+00,-6.490456E-02
-3.6645E-06,-6.480264E-02,-1.146247E+00,-6.954060E-02
-3.6640E-06,-6.480264E-02,-1.146247E+00,-6.954060E-02
-3.6635E-06,-6.480264E-02,-1.146247E+00,-6.954060E-02
-3.6630E-06,-6.017388E-02,-1.146247E+00,-6.954060E-02
-3.6625E-06,-6.017388E-02,-1.146247E+00,-6.954060E-02
-3.6620E-06,-5.554512E-02,-1.241768E+00,-6.954060E-02
-3.6615E-06,-6.017388E-02,-1.241768E+00,-6.954060E-02
-3.6610E-06,-6.480264E-02,-1.241768E+00,-7.417664E-02
-3.6605E-06,-6.480264E-02,-1.241768E+00,-6.954060E-02
-3.6600E-06,-6.480264E-02,-1.146247E+00,-6.954060E-02
-3.6595E-06,-6.943139E-02,-1.241768E+00,-7.417664E-02
-3.6590E-06,-6.943139E-02,-1.241768E+00,-7.417664E-02
-3.6585E-06,-6.480264E-02,-1.241768E+00,-6.954060E-02
-3.6580E-06,-6.480264E-02,-1.241768E+00,-6.954060E-02
-3.6575E-06,-6.480264E-02,-1.241768E+00,-6.954060E-02
-3.6570E-06,-6.480264E-02,-1.241768E+00,-6.954060E-02
-3.6565E-06,-6.480264E-02,-1.337288E+00,-7.417664E-02
-3.6560E-06,-6.480264E-02,-1.241768E+00,-7.417664E-02
-3.6555E-06,-6.480264E-02,-1.241768E+00,-7.417664E-02
-3.6550E-06,-6.480264E-02,-1.241768E+00,-6.954060E-02
-3.6545E-06,-6.480264E-02,-1.241768E+00,-6.954060E-02
-3.6540E-06,-6.480264E-02,-1.337288E+00,-7.417664E-02
-3.6535E-06,-6.943139E-02,-1.241768E+00,-7.417664E-02
-3.6530E-06,-6.943139E-02,-1.241768E+00,-7.417664E-02
-3.6525E-06,-6.480264E-02,-1.337288E+00,-7.417664E-02
-3.6520E-06,-6.480264E-02,-1.337288E+00,-7.417664E-02
-3.6515E-06,-6.943139E-02,-1.241768E+00,-7.417664E-02
-3.6510E-06,-6.480264E-02,-1.241768E+00,-7.417664E-02
-3.6505E-06,-6.480264E-02,-1.241768E+00,-7.417664E-02
-3.6500E-06,-6.943139E-02,-1.337288E+00,-7.417664E-02
-3.6495E-06,-6.480264E-02,-1.337288E+00,-7.417664E-02
-3.6490E-06,-6.480264E-02,-1.337288E+00,-7.417664E-02
-3.6485E-06,-6.943139E-02,-1.337288E+00,-7.417664E-02
-3.6480E-06,-6.480264E-02,-1.337288E+00,-7.417664E-02
-3.6475E-06,-6.480264E-02,-1.337288E+00,-7.881268E-02
-3.6470E-06,-6.480264E-02,-1.337288E+00,-7.417664E-02
-3.6465E-06,-6.480264E-02,-1.337288E+00,-7.417664E-02
-3.6460E-06,-6.480264E-02,-1.337288E+00,-7.417664E-02
-3.6455E-06,-6.480264E-02,-1.337288E+00,-7.881268E-02
-3.6450E-06,-6.017388E-02,-1.337288E+00,-7.881268E-02
-3.6445E-06,-6.017388E-02,-1.432809E+00,-7.881268E-02
-3.6440E-06,-6.480264E-02,-1.432809E+00,-7.881268E-02
-3.6435E-06,-6.480264E-02,-1.337288E+00,-7.881268E-02
-3.6430E-06,-6.480264E-02,-1.241768E+00,-7.881268E-02
-3.6425E-06,-6.480264E-02,-1.241768E+00,-7.881268E-02
-3.6420E-06,-6.480264E-02,-1.337288E+00,-7.881268E-02
-3.6415E-06,-6.017388E-02,-1.432809E+00,-7.881268E-02
-3.6410E-06,-6.480264E-02,-1.432809E+00,-7.881268E-02
-3.6405E-06,-6.943139E-02,-1.432809E+00,-7.881268E-02
-3.6400E-06,-6.943139E-02,-1.432809E+00,-7.881268E-02
-3.6395E-06,-6.943139E-02,-1.432809E+00,-7.881268E-02
-3.6390E-06,-6.943139E-02,-1.432809E+00,-7.881268E-02
-3.6385E-06,-7.406016E-02,-1.432809E+00,-7.881268E-02
-3.6380E-06,-6.943139E-02,-1.432809E+00,-7.881268E-02
-3.6375E-06,-6.943139E-02,-1.432809E+00,-7.881268E-02
-3.6370E-06,-6.943139E-02,-1.432809E+00,-7.881268E-02
-3.6365E-06,-6.943139E-02,-1.432809E+00,-7.881268E-02
-3.6360E-06,-6.943139E-02,-1.432809E+00,-7.881268E-02
-3.6355E-06,-7.406016E-02,-1.528330E+00,-7.881268E-02
-3.6350E-06,-7.406016E-02,-1.432809E+00,-7.881268E-02
-3.6345E-06,-6.943139E-02,-1.432809E+00,-7.881268E-02
-3.6340E-06,-7.406016E-02,-1.528330E+00,-7.881268E-02
-3.6335E-06,-7.406016E-02,-1.528330E+00,-7.881268E-02
-3.6330E-06,-7.406016E-02,-1.528330E+00,-8.344872E-02
-3.6325E-06,-7.406016E-02,-1.432809E+00,-8.344872E-02
-3.6320E-06,-7.406016E-02,-1.432809E+00,-7.881268E-02
-3.6315E-06,-7.406016E-02,-1.528330E+00,-8.344872E-02
-3.6310E-06,-7.406016E-02,-1.528330E+00,-8.344872E-02
-3.6305E-06,-7.406016E-02,-1.528330E+00,-7.881268E-02
-3.6300E-06,-7.406016E-02,-1.528330E+00,-8.344872E-02
-3.6295E-06,-7.406016E-02,-1.528330E+00,-8.344872E-02
-3.6290E-06,-7.406016E-02,-1.528330E+00,-8.344872E-02
-3.6285E-06,-7.406016E-02,-1.528330E+00,-8.344872E-02
-3.6280E-06,-7.406016E-02,-1.528330E+00,-7.881268E-02
-3.6275E-06,-7.406016E-02,-1.528330E+00,-7.881268E-02
-3.6270E-06,-7.406016E-02,-1.528330E+00,-8.344872E-02
-3.6265E-06,-7.406016E-02,-1.528330E+00,-8.344872E-02
-3.6260E-06,-7.868892E-02,-1.528330E+00,-7.881268E-02
-3.6255E-06,-7.868892E-02,-1.623850E+00,-8.344872E-02
-3.6250E-06,-7.868892E-02,-1.623850E+00,-8.808476E-02
-3.6245E-06,-7.406016E-02,-1.623850E+00,-8.344872E-02
-3.6240E-06,-7.406016E-02,-1.623850E+00,-8.344872E-02
-3.6235E-06,-7.406016E-02,-1.623850E+00,-8.808476E-02
-3.6230E-06,-7.406016E-02,-1.623850E+00,-8.808476E-02
-3.6225E-06,-7.406016E-02,-1.528330E+00,-8.808476E-02
-3.6220E-06,-7.406016E-02,-1.528330E+00,-8.808476E-02
-3.6215E-06,-7.406016E-02,-1.623850E+00,-8.808476E-02
-3.6210E-06,-7.868892E-02,-1.623850E+00,-8.344872E-02
-3.6205E-06,-7.406016E-02,-1.528330E+00,-8.344872E-02
-3.6200E-06,-7.406016E-02,-1.623850E+00,-8.344872E-02
-3.6195E-06,-7.406016E-02,-1.719371E+00,-8.808476E-02
-3.6190E-06,-7.406016E-02,-1.719371E+00,-8.808476E-02
-3.6185E-06,-7.868892E-02,-1.623850E+00,-8.808476E-02
-3.6180E-06,-7.406016E-02,-1.623850E+00,-8.808476E-02
-3.6175E-06,-7.406016E-02,-1.623850E+00,-8.808476E-02
-3.6170E-06,-7.406016E-02,-1.623850E+00,-8.808476E-02
-3.6165E-06,-7.868892E-02,-1.623850E+00,-9.272080E-02
-3.6160E-06,-7.868892E-02,-1.623850E+00,-8.808476E-02
-3.6155E-06,-7.868892E-02,-1.623850E+00,-8.808476E-02
-3.6150E-06,-7.868892E-02,-1.623850E+00,-8.808476E-02
-3.6145E-06,-7.868892E-02,-1.623850E+00,-8.808476E-02
-3.6140E-06,-7.868892E-02,-1.623850E+00,-8.808476E-02
-3.6135E-06,-7.868892E-02,-1.623850E+00,-8.808476E-02
-3.6130E-06,-7.868892E-02,-1.719371E+00,-8.344872E-02
-3.6125E-06,-7.868892E-02,-1.719371E+00,-8.808476E-02
-3.6120E-06,-7.868892E-02,-1.719371E+00,-9.272080E-02
-3.6115E-06,-7.868892E-02,-1.719371E+00,-9.272080E-02
-3.6110E-06,-7.868892E-02,-1.719371E+00,-8.808476E-02
-3.6105E-06,-7.868892E-02,-1.719371E+00,-8.344872E-02
-3.6100E-06,-7.868892E-02,-1.719371E+00,-8.808476E-02
-3.6095E-06,-7.868892E-02,-1.719371E+00,-9.272080E-02
-3.6090E-06,-7.868892E-02,-1.719371E+00,-9.272080E-02
-3.6085E-06,-8.331767E-02,-1.719371E+00,-9.735684E-02
-3.6080E-06,-8.794644E-02,-1.623850E+00,-9.272080E-02
-3.6075E-06,-8.331767E-02,-1.719371E+00,-9.272080E-02
-3.6070E-06,-7.868892E-02,-1.719371E+00,-9.735684E-02
-3.6065E-06,-7.868892E-02,-1.719371E+00,-9.735684E-02
-3.6060E-06,-7.868892E-02,-1.719371E+00,-9.735684E-02
-3.6055E-06,-7.868892E-02,-1.719371E+00,-9.735684E-02
-3.6050E-06,-8.331767E-02,-1.814891E+00,-9.272080E-02
-3.6045E-06,-8.331767E-02,-1.814891E+00,-9.272080E-02
-3.6040E-06,-7.868892E-02,-1.814891E+00,-9.272080E-02
-3.6035E-06,-7.868892E-02,-1.719371E+00,-9.735684E-02
-3.6030E-06,-7.868892E-02,-1.719371E+00,-9.735684E-02
-3.6025E-06,-7.406016E-02,-1.719371E+00,-9.735684E-02
-3.6020E-06,-7.406016E-02,-1.719371E+00,-9.735684E-02
-3.6015E-06,-7.868892E-02,-1.719371E+00,-9.735684E-02
-3.6010E-06,-7.868892E-02,-1.719371E+00,-9.272080E-02
-3.6005E-06,-7.868892E-02,-1.719371E+00,-9.272080E-02
-3.6000E-06,-8.331767E-02,-1.814891E+00,-9.272080E-02
-3.5995E-06,-7.868892E-02,-1.910412E+00,-9.272080E-02
-3.5990E-06,-7.868892E-02,-1.910412E+00,-9.735684E-02
-3.5985E-06,-7.868892E-02,-1.814891E+00,-9.735684E-02
-3.5980E-06,-7.406016E-02,-1.814891E+00,-9.735684E-02
-3.5975E-06,-7.868892E-02,-1.814891E+00,-9.272080E-02
-3.5970E-06,-8.331767E-02,-1.814891E+00,-9.272080E-02
-3.5965E-06,-7.868892E-02,-1.910412E+00,-9.272080E-02
-3.5960E-06,-7.868892E-02,-2.005933E+00,-9.272080E-02
-3.5955E-06,-7.868892E-02,-1.910412E+00,-9.272080E-02
-3.5950E-06,-7.868892E-02,-1.910412E+00,-9.272080E-02
-3.5945E-06,-8.331767E-02,-1.910412E+00,-9.735684E-02
-3.5940E-06,-7.868892E-02,-1.910412E+00,-9.735684E-02
-3.5935E-06,-7.868892E-02,-1.910412E+00,-9.735684E-02
-3.5930E-06,-8.331767E-02,-1.910412E+00,-9.735684E-02
-3.5925E-06,-8.331767E-02,-1.910412E+00,-9.735684E-02
-3.5920E-06,-8.331767E-02,-1.910412E+00,-9.735684E-02
-3.5915E-06,-7.868892E-02,-1.910412E+00,-9.735684E-02
-3.5910E-06,-8.331767E-02,-1.910412E+00,-9.735684E-02
-3.5905E-06,-8.331767E-02,-1.910412E+00,-9.735684E-02
-3.5900E-06,-8.331767E-02,-1.910412E+00,-9.735684E-02
-3.5895E-06,-8.331767E-02,-1.910412E+00,-9.735684E-02
-3.5890E-06,-8.331767E-02,-1.910412E+00,-9.735684E-02
-3.5885E-06,-8.331767E-02,-2.005933E+00,-9.735684E-02
-3.5880E-06,-8.331767E-02,-2.005933E+00,-1.019929E-01
-3.5875E-06,-8.331767E-02,-2.005933E+00,-9.735684E-02
-3.5870E-06,-8.331767E-02,-2.005933E+00,-9.735684E-02
-3.5865E-06,-8.794644E-02,-1.910412E+00,-1.019929E-01
-3.5860E-06,-8.794644E-02,-1.910412E+00,-1.019929E-01
-3.5855E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5850E-06,-9.257519E-02,-2.005933E+00,-1.066289E-01
-3.5845E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5840E-06,-8.794644E-02,-2.005933E+00,-9.735684E-02
-3.5835E-06,-8.794644E-02,-2.101453E+00,-9.735684E-02
-3.5830E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5825E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5820E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5815E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5810E-06,-8.794644E-02,-2.005933E+00,-9.735684E-02
-3.5805E-06,-8.794644E-02,-2.005933E+00,-9.735684E-02
-3.5800E-06,-8.331767E-02,-2.005933E+00,-1.019929E-01
-3.5795E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5790E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5785E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5780E-06,-9.257519E-02,-2.005933E+00,-1.019929E-01
-3.5775E-06,-8.794644E-02,-2.101453E+00,-1.019929E-01
-3.5770E-06,-8.794644E-02,-2.101453E+00,-1.019929E-01
-3.5765E-06,-8.331767E-02,-2.101453E+00,-1.019929E-01
-3.5760E-06,-8.794644E-02,-2.101453E+00,-1.019929E-01
-3.5755E-06,-8.794644E-02,-2.101453E+00,-1.019929E-01
-3.5750E-06,-8.794644E-02,-2.005933E+00,-1.066289E-01
-3.5745E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5740E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5735E-06,-8.794644E-02,-2.101453E+00,-1.019929E-01
-3.5730E-06,-8.794644E-02,-2.005933E+00,-1.019929E-01
-3.5725E-06,-8.794644E-02,-2.005933E+00,-1.066289E-01
-3.5720E-06,-8.794644E-02,-2.101453E+00,-1.112650E-01
-3.5715E-06,-8.794644E-02,-2.101453E+00,-1.066289E-01
-3.5710E-06,-9.257519E-02,-2.101453E+00,-1.066289E-01
-3.5705E-06,-9.257519E-02,-2.101453E+00,-1.066289E-01
-3.5700E-06,-9.257519E-02,-2.196974E+00,-1.019929E-01
-3.5695E-06,-8.794644E-02,-2.101453E+00,-1.066289E-01
-3.5690E-06,-8.794644E-02,-2.101453E+00,-1.112650E-01
-3.5685E-06,-9.257519E-02,-2.196974E+00,-1.066289E-01
-3.5680E-06,-9.257519E-02,-2.101453E+00,-1.066289E-01
-3.5675E-06,-8.794644E-02,-2.101453E+00,-1.066289E-01
-3.5670E-06,-8.794644E-02,-2.101453E+00,-1.066289E-01
-3.5665E-06,-9.257519E-02,-2.196974E+00,-1.066289E-01
-3.5660E-06,-9.257519E-02,-2.196974E+00,-1.066289E-01
-3.5655E-06,-9.720396E-02,-2.196974E+00,-1.112650E-01
-3.5650E-06,-9.720396E-02,-2.196974E+00,-1.112650E-01
-3.5645E-06,-9.720396E-02,-2.196974E+00,-1.112650E-01
-3.5640E-06,-9.720396E-02,-2.196974E+00,-1.112650E-01
-3.5635E-06,-9.720396E-02,-2.196974E+00,-1.066289E-01
-3.5630E-06,-1.018327E-01,-2.101453E+00,-1.066289E-01
-3.5625E-06,-1.018327E-01,-2.101453E+00,-1.112650E-01
-3.5620E-06,-9.720396E-02,-2.101453E+00,-1.066289E-01
-3.5615E-06,-1.018327E-01,-2.196974E+00,-1.066289E-01
-3.5610E-06,-1.018327E-01,-2.196974E+00,-1.066289E-01
-3.5605E-06,-1.018327E-01,-2.196974E+00,-1.066289E-01
-3.5600E-06,-1.018327E-01,-2.292494E+00,-1.066289E-01
-3.5595E-06,-1.018327E-01,-2.292494E+00,-1.066289E-01
-3.5590E-06,-1.018327E-01,-2.196974E+00,-1.112650E-01
-3.5585E-06,-9.720396E-02,-2.196974E+00,-1.112650E-01
-3.5580E-06,-9.720396E-02,-2.196974E+00,-1.112650E-01
-3.5575E-06,-9.720396E-02,-2.292494E+00,-1.159010E-01
-3.5570E-06,-1.018327E-01,-2.196974E+00,-1.112650E-01
-3.5565E-06,-1.018327E-01,-2.196974E+00,-1.112650E-01
-3.5560E-06,-1.018327E-01,-2.292494E+00,-1.112650E-01
-3.5555E-06,-9.720396E-02,-2.292494E+00,-1.112650E-01
-3.5550E-06,-1.018327E-01,-2.196974E+00,-1.112650E-01
-3.5545E-06,-1.018327E-01,-2.292494E+00,-1.112650E-01
-3.5540E-06,-1.018327E-01,-2.292494E+00,-1.112650E-01
-3.5535E-06,-9.720396E-02,-2.292494E+00,-1.112650E-01
-3.5530E-06,-9.720396E-02,-2.292494E+00,-1.112650E-01
-3.5525E-06,-9.720396E-02,-2.292494E+00,-1.112650E-01
-3.5520E-06,-1.018327E-01,-2.196974E+00,-1.112650E-01
-3.5515E-06,-1.018327E-01,-2.196974E+00,-1.112650E-01
-3.5510E-06,-9.720396E-02,-2.196974E+00,-1.112650E-01
-3.5505E-06,-9.257519E-02,-2.292494E+00,-1.112650E-01
-3.5500E-06,-9.257519E-02,-2.388015E+00,-1.112650E-01
-3.5495E-06,-9.257519E-02,-2.292494E+00,-1.159010E-01
-3.5490E-06,-9.720396E-02,-2.196974E+00,-1.159010E-01
-3.5485E-06,-9.720396E-02,-2.292494E+00,-1.159010E-01
-3.5480E-06,-9.720396E-02,-2.292494E+00,-1.159010E-01
-3.5475E-06,-1.018327E-01,-2.292494E+00,-1.159010E-01
-3.5470E-06,-9.720396E-02,-2.292494E+00,-1.159010E-01
-3.5465E-06,-9.720396E-02,-2.292494E+00,-1.159010E-01
-3.5460E-06,-9.720396E-02,-2.196974E+00,-1.159010E-01
-3.5455E-06,-9.720396E-02,-2.196974E+00,-1.159010E-01
-3.5450E-06,-9.720396E-02,-2.292494E+00,-1.112650E-01
-3.5445E-06,-9.720396E-02,-2.388015E+00,-1.112650E-01
-3.5440E-06,-1.018327E-01,-2.388015E+00,-1.112650E-01
-3.5435E-06,-1.018327E-01,-2.388015E+00,-1.112650E-01
-3.5430E-06,-1.018327E-01,-2.292494E+00,-1.112650E-01
-3.5425E-06,-9.720396E-02,-2.292494E+00,-1.159010E-01
-3.5420E-06,-9.720396E-02,-2.388015E+00,-1.205370E-01
-3.5415E-06,-9.720396E-02,-2.388015E+00,-1.159010E-01
-3.5410E-06,-1.018327E-01,-2.388015E+00,-1.159010E-01
-3.5405E-06,-1.018327E-01,-2.388015E+00,-1.159010E-01
-3.5400E-06,-1.018327E-01,-2.388015E+00,-1.205370E-01
-3.5395E-06,-1.018327E-01,-2.388015E+00,-1.159010E-01
-3.5390E-06,-1.018327E-01,-2.388015E+00,-1.159010E-01
-3.5385E-06,-1.018327E-01,-2.483536E+00,-1.159010E-01
-3.5380E-06,-1.018327E-01,-2.483536E+00,-1.159010E-01
-3.5375E-06,-1.018327E-01,-2.483536E+00,-1.205370E-01
-3.5370E-06,-1.018327E-01,-2.388015E+00,-1.205370E-01
-3.5365E-06,-1.110902E-01,-2.388015E+00,-1.205370E-01
-3.5360E-06,-1.064615E-01,-2.388015E+00,-1.205370E-01
-3.5355E-06,-1.064615E-01,-2.388015E+00,-1.251731E-01
-3.5350E-06,-1.064615E-01,-2.388015E+00,-1.205370E-01
-3.5345E-06,-1.018327E-01,-2.483536E+00,-1.159010E-01
-3.5340E-06,-9.720396E-02,-2.483536E+00,-1.205370E-01
-3.5335E-06,-1.018327E-01,-2.388015E+00,-1.205370E-01
-3.5330E-06,-1.064615E-01,-2.483536E+00,-1.205370E-01
-3.5325E-06,-1.064615E-01,-2.579056E+00,-1.205370E-01
-3.5320E-06,-1.018327E-01,-2.579056E+00,-1.251731E-01
-3.5315E-06,-1.018327E-01,-2.579056E+00,-1.251731E-01
-3.5310E-06,-1.064615E-01,-2.579056E+00,-1.205370E-01
-3.5305E-06,-1.064615E-01,-2.579056E+00,-1.205370E-01
-3.5300E-06,-1.064615E-01,-2.483536E+00,-1.205370E-01
-3.5295E-06,-1.064615E-01,-2.483536E+00,-1.205370E-01
-3.5290E-06,-1.018327E-01,-2.483536E+00,-1.251731E-01
-3.5285E-06,-1.018327E-01,-2.579056E+00,-1.251731E-01
-3.5280E-06,-1.018327E-01,-2.579056E+00,-1.251731E-01
-3.5275E-06,-1.064615E-01,-2.579056E+00,-1.205370E-01
-3.5270E-06,-1.064615E-01,-2.579056E+00,-1.205370E-01
-3.5265E-06,-1.018327E-01,-2.579056E+00,-1.205370E-01
-3.5260E-06,-1.018327E-01,-2.579056E+00,-1.205370E-01
-3.5255E-06,-1.064615E-01,-2.483536E+00,-1.251731E-01
-3.5250E-06,-1.018327E-01,-2.579056E+00,-1.251731E-01
-3.5245E-06,-1.018327E-01,-2.483536E+00,-1.251731E-01
-3.5240E-06,-1.018327E-01,-2.579056E+00,-1.251731E-01
-3.5235E-06,-1.018327E-01,-2.579056E+00,-1.251731E-01
-3.5230E-06,-1.064615E-01,-2.579056E+00,-1.298091E-01
-3.5225E-06,-1.064615E-01,-2.483536E+00,-1.251731E-01
-3.5220E-06,-9.720396E-02,-2.579056E+00,-1.251731E-01
-3.5215E-06,-1.018327E-01,-2.579056E+00,-1.251731E-01
-3.5210E-06,-1.064615E-01,-2.483536E+00,-1.251731E-01
-3.5205E-06,-1.018327E-01,-2.579056E+00,-1.251731E-01
-3.5200E-06,-1.018327E-01,-2.579056E+00,-1.251731E-01
